コード	企業名	sector	industry	上場後の取引量	現在何倍株	最大何倍株	3,5,7,10,N倍まで何年	2倍まで何年	3倍まで何年	4倍まで何年	5倍まで何年	6倍まで何年	7倍まで何年	8倍まで何年	9倍まで何年	10倍まで何年
7080	スポーツフィールド	産業	人材派遣・雇用サービス	21352800	2.3	4.2	"-1.0
-1
-1
-1
-0.99"	-1.0	-1.0	-0.99	-1	-1	-1	-1	-1	-1
7079	WDBココ	ヘルスケア	健康情報サービス	3711900	2.0	4.1	"1.65
-1
-1
-1
1.66"	0.5	1.65	1.66	-1	-1	-1	-1	-1	-1
4488	AI inside	技術	Software—Infrastructure	5845200	0.3	7.8	"0.45
0.79
0.85
-1
0.85"	0.25	0.45	0.63	0.79	0.85	0.85	-1	-1	-1
6557	global bridgeHOLDINGS	ヘルスケア	医療施設	0	6.0	8.3	"2.15
2.15
2.15
-1
2.16"	2.15	2.15	2.15	2.15	2.15	2.15	2.16	-1	-1
7686	カクヤス	消費者防衛	食品流通	41921700	2.1	4.3	"1.51
-1
-1
-1
3.5"	-0.25	1.51	3.47	-1	-1	-1	-1	-1	-1
4487	スペースマーケット	不動産	不動産サービス	64968800	0.7	3.7	"-0.29
-1
-1
-1
-0.28"	-0.29	-0.29	-1	-1	-1	-1	-1	-1	-1
4881	ファンペップ	ヘルスケア	バイオテクノロジー	31879200	0.5	3.1	"-0.99
-1
-1
-1
-0.99"	-0.99	-0.99	-1	-1	-1	-1	-1	-1	-1
7078	INCLUSIVE	通信サービス	広告代理店	8650500	1.7	16.5	"-0.25
0.95
1.03
1.62
1.63"	-0.25	-0.25	-0.25	0.95	0.96	1.03	1.05	1.1	1.62
2980	SREホールディングス	不動産	不動産サービス	8739200	2.4	7.3	"0.77
1.26
1.68
-1
1.68"	0.39	0.77	1.07	1.26	1.48	1.68	-1	-1	-1
2981	ランディックス	不動産	Real Estate—Development	6551400	1.9	3.5	"-0.26
-1
-1
-1
3.25"	-0.26	-0.26	-1	-1	-1	-1	-1	-1	-1
4485	JTOWER	通信サービス	電気通信サービス	77997000	1.4	4.9	"0.86
-1
-1
-1
1.88"	0.5	0.86	1.03	-1	-1	-1	-1	-1	-1
4486	ユナイトアンドグロウ	技術	情報技術サービス	12547000	2.4	5.0	"-0.28
0.55
-1
-1
0.55"	-0.28	-0.28	-0.28	0.55	-1	-1	-1	-1	-1
7685	BuySellTechnologies	消費者循環	インターネット小売	20364600	6.5	9.9	"0.44
1.12
2.29
-1
2.44"	-0.3	0.44	0.69	1.12	1.18	2.29	2.36	2.43	-1
4478	フリー	技術	Software—Application	67459900	1.0	4.9	"0.79
-1
-1
-1
1.17"	0.45	0.79	1.0	-1	-1	-1	-1	-1	-1
4482	ウィルズ	通信サービス	インターネットコンテンツ・情報	37434000	1.1	3.5	"0.82
-1
-1
-1
0.86"	-0.28	0.82	-1	-1	-1	-1	-1	-1	-1
4481	ベース	技術	Software—Application	20989200	3.3	6.3	"0.51
2.95
-1
-1
3.11"	0.18	0.51	2.59	2.95	3.05	-1	-1	-1	-1
4483	JMDC	ヘルスケア	健康情報サービス	44599400	2.5	5.7	"0.54
1.58
-1
-1
1.67"	0.15	0.54	1.41	1.58	-1	-1	-1	-1	-1
4484	ランサーズ	技術	Software—Application	48589400	0.6	3.7	"0.41
-1
-1
-1
0.45"	-0.26	0.41	-1	-1	-1	-1	-1	-1	-1
4480	メドレー	ヘルスケア	健康情報サービス	51617100	3.6	5.9	"0.45
0.82
-1
-1
0.85"	0.3	0.45	0.72	0.82	-1	-1	-1	-1	-1
4479	マクアケ	金融サービス	資産運用	84704900	0.2	4.6	"0.33
-1
-1
-1
0.62"	0.2	0.33	0.42	-1	-1	-1	-1	-1	-1
3449	テクノフレックス	産業	金属製造	22047000	1.8	2.3	"-1
-1
-1
-1
0.3"	-0.25	-1	-1	-1	-1	-1	-1	-1	-1
7077	ALiNKインターネット	通信サービス	インターネットコンテンツ・情報	9348700	0.7	3.2	"-0.31
-1
-1
-1
-0.3"	-0.31	-0.31	-1	-1	-1	-1	-1	-1	-1
2979	SOSiLA物流リート投資法人	不動産	REIT—Industrial	475101	1.4	2.4	"-1
-1
-1
-1
1.47"	1.28	-1	-1	-1	-1	-1	-1	-1	-1
7076	名南M&A			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
