日付	コード	企業名	iXBRLのURL	タイトル	PDFのURL
2018-02-06	4809	4809	/disc/48090/081220180131460502_tse-qnedjpsm-48090-20180131460502-ixbrl.htm	平成30年9月期 第1四半期決算短信〔日本基準〕（非連結）	/disc/48090/140120180131460502.pdf
2017-11-07	4809	4809	/disc/48090/081220171101406677_tse-anedjpsm-48090-20171101406677-ixbrl.htm	平成29年9月期決算短信〔日本基準〕（非連結）	/disc/48090/140120171101406677.pdf
2017-08-03	4809	4809	/disc/48090/081220170731443920_tse-qnedjpsm-48090-20170731443920-ixbrl.htm	平成29年9月期 第3四半期決算短信〔日本基準〕（非連結）	/disc/48090/140120170731443920.pdf
2017-05-09	4809	4809	/disc/48090/081220170501457085_tse-qnedjpsm-48090-20170501457085-ixbrl.htm	平成29年9月期 第2四半期決算短信〔日本基準〕（非連結）	/disc/48090/140120170501457085.pdf
2017-02-06	4809	4809	/disc/48090/081220170126481700_tse-qnedjpsm-48090-20170126481700-ixbrl.htm	平成29年9月期　第1四半期決算短信〔日本基準〕（非連結）	/disc/48090/140120170126481700.pdf
2016-11-07	4809	4809	/disc/48090/081220161031426059_tse-anedjpsm-48090-20161031426059-ixbrl.htm	平成28年9月期決算短信〔日本基準〕（非連結）	/disc/48090/140120161031426059.pdf
2016-08-03	4809	4809	/disc/48090/081220160721454878_tse-qnedjpsm-48090-20160721454878-ixbrl.htm	平成28年9月期　第3四半期決算短信〔日本基準〕（非連結）	/disc/48090/140120160721454878.pdf
2026-08-06	8037	8037	/disc/80370/081220260805510809_tse-qcedjpsm-80370-20260806380370-ixbrl.htm	2027年3月期 第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120260805510809.pdf
2026-05-14	8037	8037	/disc/80370/081220260513531618_tse-acedjpsm-80370-20260514380370-ixbrl.htm	2026年3月期 決算短信〔日本基準〕（連結）	/disc/80370/140120260513531618.pdf
2026-02-10	8037	8037	/disc/80370/081220260209552001_tse-qcedjpsm-80370-20260210380370-ixbrl.htm	2026年3月期 第3四半期決算短信〔日本基準〕（連結）	/disc/80370/140120260209552001.pdf
2025-11-13	8037	8037	/disc/80370/081220251111596679_tse-scedjpsy-80370-20251113380370-ixbrl.htm	2026年3月期 第2四半期（中間期）決算短信〔日本基準〕（連結）	/disc/80370/140120251111596679.pdf
2025-08-07	8037	8037	/disc/80370/081220250805530510_tse-qcedjpsm-80370-20250807380370-ixbrl.htm	2026年3月期 第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120250805530510.pdf
2025-05-13	8037	8037	/disc/80370/081220250513543819_tse-acedjpsm-80370-20250513380370-ixbrl.htm	2025年3月期 決算短信〔日本基準〕（連結）	/disc/80370/140120250513543819.pdf
2025-02-13	8037	8037	/disc/80370/081220250212570974_tse-qcedjpsm-80370-20250213380370-ixbrl.htm	2025年3月期 第3四半期決算短信〔日本基準〕（連結）	/disc/80370/140120250212570974.pdf
2024-11-07	8037	8037	/disc/80370/081220241106513299_tse-scedjpsy-80370-20241107380370-ixbrl.htm	2025年３月期　第２四半期（中間期）決算短信〔日本基準〕（連結）	/disc/80370/140120241106513299.pdf
2024-08-08	8037	8037	/disc/80370/081220240802561419_tse-qcedjpsm-80370-20240808380370-ixbrl.htm	2025年３月期 第１四半期決算短信〔日本基準〕（連結）	/disc/80370/140120240802561419.pdf
2024-05-13	8037	8037	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm	2024年3月期決算短信〔日本基準〕（連結）	/disc/80370/140120240502581882.pdf
2024-02-08	8037	8037	/disc/80370/081220240130521310_tse-qcedjpsm-80370-20240130521310-ixbrl.htm	2024年3月期第3四半期決算短信〔日本基準〕（連結）	/disc/80370/140120240130521310.pdf
2023-11-09	8037	8037	/disc/80370/081220231101577220_tse-qcedjpsm-80370-20231101577220-ixbrl.htm	2024年3月期第2四半期決算短信〔日本基準〕（連結）	/disc/80370/140120231101577220.pdf
2023-08-09	8037	8037	/disc/80370/081220230731530822_tse-qcedjpsm-80370-20230731530822-ixbrl.htm	2024年3月期第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120230731530822.pdf
2023-05-11	8037	8037	/disc/80370/081220230504558792_tse-acedjpsm-80370-20230504558792-ixbrl.htm	2023年3月期決算短信〔日本基準〕（連結）	/disc/80370/140120230504558792.pdf
2023-02-09	8037	8037	/disc/80370/081220230201598680_tse-qcedjpsm-80370-20230201598680-ixbrl.htm	令和5年3月期第3四半期決算短信〔日本基準〕（連結）	/disc/80370/140120230201598680.pdf
2022-11-10	8037	8037	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm	令和5年3月期第2四半期決算短信〔日本基準〕（連結）	/disc/80370/140120221101554291.pdf
2022-08-09	8037	8037	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm	令和5年3月期第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120220802510016.pdf
2022-05-12	8037	8037	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm	令和4年3月期決算短信〔日本基準〕（連結）	/disc/80370/140120220502533103.pdf
2022-02-09	8037	8037	/disc/80370/081220220201576981_tse-qcedjpsm-80370-20220201576981-ixbrl.htm	令和4年3月期第3四半期決算短信〔日本基準〕（連結）	/disc/80370/140120220201576981.pdf
2021-11-11	8037	8037	/disc/80370/081220211102423277_tse-qcedjpsm-80370-20211102423277-ixbrl.htm	令和4年3月期 第2四半期決算短信〔日本基準〕（連結）	/disc/80370/140120211102423277.pdf
2021-08-10	8037	8037	/disc/80370/081220210803477887_tse-qcedjpsm-80370-20210803477887-ixbrl.htm	令和4年3月期 第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120210803477887.pdf
2021-05-13	8037	8037	/disc/80370/081220210506406278_tse-acedjpsm-80370-20210506406278-ixbrl.htm	令和3年3月期 決算短信〔日本基準〕（連結）	/disc/80370/140120210506406278.pdf
2021-02-09	8037	8037	/disc/80370/081220210201453497_tse-qcedjpsm-80370-20210201453497-ixbrl.htm	令和3年3月期 第3四半期決算短信〔日本基準〕（連結）	/disc/80370/140120210201453497.pdf
2020-11-11	8037	8037	/disc/80370/081220201031413574_tse-qcedjpsm-80370-20201031413574-ixbrl.htm	令和3年3月期 第2四半期決算短信〔日本基準〕（連結）	/disc/80370/140120201031413574.pdf
2020-08-06	8037	8037	/disc/80370/081220200730469789_tse-qcedjpsm-80370-20200730469789-ixbrl.htm	令和3年3月期 第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120200730469789.pdf
2020-05-13	8037	8037	/disc/80370/081220200507406040_tse-acedjpsm-80370-20200507406040-ixbrl.htm	令和2年3月期 決算短信〔日本基準〕（連結）	/disc/80370/140120200507406040.pdf
2020-02-06	8037	8037	/disc/80370/081220200129452901_tse-qcedjpsm-80370-20200129452901-ixbrl.htm	令和2年3月期 第3四半期決算短信〔日本基準〕（連結）	/disc/80370/140120200129452901.pdf
2019-11-07	8037	8037	/disc/80370/081220191030414971_tse-qcedjpsm-80370-20191030414971-ixbrl.htm	令和2年3月期 第2四半期決算短信〔日本基準〕（連結）	/disc/80370/140120191030414971.pdf
2019-08-08	8037	8037	/disc/80370/081220190731479315_tse-qcedjpsm-80370-20190731479315-ixbrl.htm	令和2年3月期 第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120190731479315.pdf
2019-05-14	8037	8037	/disc/80370/081220190510421203_tse-acedjpsm-80370-20190510421203-ixbrl.htm	平成31年3月期 決算短信〔日本基準〕（連結）	/disc/80370/140120190510421203.pdf
2019-02-07	8037	8037	/disc/80370/081220190131466798_tse-qcedjpsm-80370-20190131466798-ixbrl.htm	平成31年3月期 第3四半期決算短信〔日本基準〕（連結）	/disc/80370/140120190131466798.pdf
2018-11-08	8037	8037	/disc/80370/081220181031427632_tse-qcedjpsm-80370-20181031427632-ixbrl.htm	平成31年3月期 第2四半期決算短信〔日本基準〕（連結）	/disc/80370/140120181031427632.pdf
2018-08-09	8037	8037	/disc/80370/081220180801489462_tse-qcedjpsm-80370-20180801489462-ixbrl.htm	平成31年3月期 第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120180801489462.pdf
2018-05-10	8037	8037	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm	平成30年3月期 決算短信〔日本基準〕(連結)	/disc/80370/140120180502427030.pdf
2018-02-08	8037	8037	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm	平成30年3月期 第3四半期決算短信〔日本基準〕(連結)	/disc/80370/140120180131460970.pdf
2017-11-09	8037	8037	/disc/80370/081220171101405628_tse-qcedjpsm-80370-20171101405628-ixbrl.htm	平成30年3月期 第2四半期決算短信〔日本基準〕(連結)	/disc/80370/140120171101405628.pdf
2017-08-09	8037	8037	/disc/80370/081220170731443679_tse-qcedjpsm-80370-20170731443679-ixbrl.htm	平成30年3月期 第1四半期決算短信〔日本基準〕（連結）	/disc/80370/140120170731443679.pdf
2017-05-11	8037	8037	/disc/80370/081220170501456553_tse-acedjpsm-80370-20170501456553-ixbrl.htm	平成29年3月期 決算短信〔日本基準〕(連結)	/disc/80370/140120170501456553.pdf
2017-02-09	8037	8037	/disc/80370/081220170131486695_tse-qcedjpsm-80370-20170131486695-ixbrl.htm	平成29年3月期 第3四半期決算短信〔日本基準〕(連結)	/disc/80370/140120170131486695.pdf
2016-11-10	8037	8037	/disc/80370/081220161110436284_tse-qcedjpsm-80370-20161110436284-ixbrl.htm	平成29年3月期 第2四半期決算短信〔日本基準〕(連結)	/disc/80370/140120161110436284.pdf
2016-08-09	8037	8037	/disc/80370/081220160729462406_tse-qcedjpsm-80370-20160729462406-ixbrl.htm	平成29年3月期 第1四半期決算短信〔日本基準〕(連結)	/disc/80370/140120160729462406.pdf
