日付	コード	企業名	iXBRLのURL	タイトル	PDFのURL
2026-05-14	5592	くすりの窓口	/disc/55920/081220260511522814_tse-acedjpsm-55920-20260514355920-ixbrl.htm	2026年３月期決算短信〔日本基準〕（連結）	/disc/55920/140120260511522814.pdf
2026-02-13	5592	くすりの窓口	/disc/55920/081220260213558899_tse-qcedjpsm-55920-20260213355920-ixbrl.htm	2026年３月期第３四半期決算短信〔日本基準〕(連結)	/disc/55920/140120260213558899.pdf
2025-11-14	5592	くすりの窓口	/disc/55920/081220251114502283_tse-scedjpsy-55920-20251114355920-ixbrl.htm	2026年３月期第２四半期（中間期）決算短信〔日本基準〕(連結)	/disc/55920/140120251114502283.pdf
2025-08-14	5592	くすりの窓口	/disc/55920/081220250813541018_tse-qcedjpsm-55920-20250814355920-ixbrl.htm	2026年３月期第１四半期決算短信〔日本基準〕(連結)	/disc/55920/140120250813541018.pdf
2025-05-14	5592	くすりの窓口	/disc/55920/081220250514548654_tse-acedjpsm-55920-20250514355920-ixbrl.htm	2025年３月期決算短信〔日本基準〕(連結)	/disc/55920/140120250514548654.pdf
2025-02-14	5592	くすりの窓口	/disc/55920/081220250213573529_tse-qcedjpsm-55920-20250214355920-ixbrl.htm	2025年３月期第３四半期決算短信〔日本基準〕(連結)	/disc/55920/140120250213573529.pdf
2024-11-14	5592	くすりの窓口	/disc/55920/081220241114522942_tse-scedjpsy-55920-20241114355920-ixbrl.htm	2025年３月期 第２四半期（中間期）決算短信〔日本基準〕(連結)	/disc/55920/140120241114522942.pdf
2024-08-14	5592	くすりの窓口	/disc/55920/081220240814571758_tse-qcedjpsm-55920-20240814355920-ixbrl.htm	2025年３月期　第１四半期決算短信〔日本基準〕（連結）	/disc/55920/140120240814571758.pdf
2024-05-15	5592	くすりの窓口	/disc/55920/081220240515597559_tse-acedjpsm-55920-20240515355920-ixbrl.htm	2024年３月期 決算短信〔日本基準〕（連結）	/disc/55920/140120240515597559.pdf
2024-02-14	5592	くすりの窓口	/disc/55920/081220240214536085_tse-qcedjpsm-55920-20240214355920-ixbrl.htm	2024年３月期 第３四半期決算短信〔日本基準〕(連結)	/disc/55920/140120240214536085.pdf
2023-11-14	5592	くすりの窓口	/disc/55920/081220231113588492_tse-qcedjpsm-55920-20231114355920-ixbrl.htm	2024年３月期 第２四半期決算短信〔日本基準〕(連結)	/disc/55920/140120231113588492.pdf
2026-07-31	6099	エラン	/disc/60990/081220260728500503_tse-scedjpsy-60990-20260731360990-ixbrl.htm	2026年12月期第2四半期（中間期）決算短信〔日本基準〕（連結）	/disc/60990/140120260728500503.pdf
2026-05-01	6099	エラン	/disc/60990/081220260430515144_tse-qcedjpsm-60990-20260501360990-ixbrl.htm	2026年12月期第1四半期決算短信〔日本基準〕（連結）	/disc/60990/140120260430515144.pdf
2026-02-04	6099	エラン	/disc/60990/081220260203545378_tse-acedjpsm-60990-20260204360990-ixbrl.htm	2025年12月期 決算短信〔日本基準〕（連結）	/disc/60990/140120260203545378.pdf
2025-11-07	6099	エラン	/disc/60990/081220251107591163_tse-qcedjpsm-60990-20251107360990-ixbrl.htm	2025年12月期第3四半期決算短信〔日本基準〕（連結）	/disc/60990/140120251107591163.pdf
2025-08-06	6099	エラン	/disc/60990/081220250805531106_tse-scedjpsy-60990-20250806360990-ixbrl.htm	2025年12月期第2四半期（中間期）決算短信〔日本基準〕(連結)	/disc/60990/140120250805531106.pdf
2025-05-02	6099	エラン	/disc/60990/081220250409511770_tse-qcedjpsm-60990-20250502360990-ixbrl.htm	2025年12月期第1四半期決算短信〔日本基準〕（連結）	/disc/60990/140120250409511770.pdf
2025-02-10	6099	エラン	/disc/60990/081220250210567596_tse-acedjpsm-60990-20250210360990-ixbrl.htm	2024年12月期 決算短信〔日本基準〕（連結）	/disc/60990/140120250210567596.pdf
2024-11-06	6099	エラン	/disc/60990/081220241028504252_tse-qcedjpsm-60990-20241028504252-ixbrl.htm	2024年12月期第3四半期決算短信〔日本基準〕（連結）	/disc/60990/140120241028504252.pdf
2024-08-06	6099	エラン	/disc/60990/081220240723552974_tse-scedjpsy-60990-20240723552974-ixbrl.htm	2024年12月期第2四半期（中間期）決算短信〔日本基準〕（連結）	/disc/60990/140120240723552974.pdf
2024-05-08	6099	エラン	/disc/60990/081220240422574165_tse-qcedjpsm-60990-20240422574165-ixbrl.htm	2024年12月期 第1四半期決算短信〔日本基準〕（連結）	/disc/60990/140120240422574165.pdf
2024-02-14	6099	エラン	/disc/60990/081220240206527095_tse-acedjpsm-60990-20240206527095-ixbrl.htm	2023年12月期 決算短信〔日本基準〕（連結）	/disc/60990/140120240206527095.pdf
2023-11-07	6099	エラン	/disc/60990/081220231024570301_tse-qcedjpsm-60990-20231024570301-ixbrl.htm	2023年12月期 第3四半期決算短信〔日本基準〕（連結）	/disc/60990/140120231024570301.pdf
2023-08-07	6099	エラン	/disc/60990/081220230727528471_tse-qcedjpsm-60990-20230727528471-ixbrl.htm	2023年12月期 第2四半期決算短信〔日本基準〕（連結）	/disc/60990/140120230727528471.pdf
2023-05-10	6099	エラン	/disc/60990/081220230425552607_tse-qcedjpsm-60990-20230425552607-ixbrl.htm	2023年12月期 第1四半期決算短信〔日本基準〕（連結）	/disc/60990/140120230425552607.pdf
2023-02-09	6099	エラン	/disc/60990/081220230202599588_tse-acedjpsm-60990-20230202599588-ixbrl.htm	2022年12月期 決算短信〔日本基準〕（連結）	/disc/60990/140120230202599588.pdf
2022-11-10	6099	エラン	/disc/60990/081220221031552855_tse-qcedjpsm-60990-20221031552855-ixbrl.htm	2022年12月期 第3四半期決算短信〔日本基準〕（連結）	/disc/60990/140120221031552855.pdf
2022-08-10	6099	エラン	/disc/60990/081220220728506225_tse-qcedjpsm-60990-20220728506225-ixbrl.htm	2022年12月期 第2四半期決算短信〔日本基準〕（連結）	/disc/60990/140120220728506225.pdf
2022-05-12	6099	エラン	/disc/60990/081220220427529303_tse-qcedjpsm-60990-20220427529303-ixbrl.htm	2022年12月期 第1四半期決算短信〔日本基準〕（連結）	/disc/60990/140120220427529303.pdf
2022-02-10	6099	エラン	/disc/60990/081220220201577807_tse-acedjpsm-60990-20220201577807-ixbrl.htm	2021年12月期 決算短信〔日本基準〕（連結）	/disc/60990/140120220201577807.pdf
2021-11-11	6099	エラン	/disc/60990/081220211029420213_tse-qcedjpsm-60990-20211029420213-ixbrl.htm	2021年12月期 第3四半期決算短信〔日本基準〕（連結）	/disc/60990/140120211029420213.pdf
2021-08-12	6099	エラン	/disc/60990/081220210802476176_tse-qcedjpsm-60990-20210802476176-ixbrl.htm	2021年12月期 第2四半期決算短信〔日本基準〕（連結）	/disc/60990/140120210802476176.pdf
2021-05-13	6099	エラン	/disc/60990/081220210430404665_tse-qcedjpsm-60990-20210430404665-ixbrl.htm	2021年12月期 第1四半期決算短信〔日本基準〕（連結）	/disc/60990/140120210430404665.pdf
2021-02-12	6099	エラン	/disc/60990/081220210203455158_tse-acedjpsm-60990-20210203455158-ixbrl.htm	2020年12月期 決算短信〔日本基準〕（連結）	/disc/60990/140120210203455158.pdf
2020-11-12	6099	エラン	/disc/60990/081220201030413333_tse-qcedjpsm-60990-20201030413333-ixbrl.htm	2020年12月期 第３四半期決算短信〔日本基準〕（連結）	/disc/60990/140120201030413333.pdf
2020-08-13	6099	エラン	/disc/60990/081220200731472081_tse-qcedjpsm-60990-20200731472081-ixbrl.htm	2020年12月期 第２四半期決算短信〔日本基準〕（連結）	/disc/60990/140120200731472081.pdf
2020-05-13	6099	エラン	/disc/60990/081220200429402113_tse-qcedjpsm-60990-20200429402113-ixbrl.htm	2020年12月期 第1四半期決算短信〔日本基準〕（連結）	/disc/60990/140120200429402113.pdf
2020-02-13	6099	エラン	/disc/60990/081220200206459071_tse-acedjpsm-60990-20200206459071-ixbrl.htm	2019年12月期 決算短信〔日本基準〕（連結）	/disc/60990/140120200206459071.pdf
2019-11-08	6099	エラン	/disc/60990/081220191029414591_tse-qcedjpsm-60990-20191029414591-ixbrl.htm	2019年12月期 第３四半期決算短信〔日本基準〕（連結）	/disc/60990/140120191029414591.pdf
2019-08-09	6099	エラン	/disc/60990/081220190731480082_tse-qcedjpsm-60990-20190731480082-ixbrl.htm	2019年12月期 第２四半期決算短信〔日本基準〕（連結）	/disc/60990/140120190731480082.pdf
2019-05-10	6099	エラン	/disc/60990/081220190423409120_tse-qcedjpsm-60990-20190423409120-ixbrl.htm	2019年12月期　第１四半期決算短信〔日本基準〕（連結）	/disc/60990/140120190423409120.pdf
2019-03-20	6099	エラン	/disc/60990/081220190319492645_tse-acedjpsm-60990-20190319492645-ixbrl.htm	（訂正・数値データ訂正）「2018年12月期　決算短信〔日本基準〕（連結）」の一部訂正について	/disc/60990/140120190319492645.pdf
2019-02-13	6099	エラン	/disc/60990/081220190205470019_tse-acedjpsm-60990-20190205470019-ixbrl.htm	2018年12月期 決算短信〔日本基準〕（連結）	/disc/60990/140120190205470019.pdf
2018-11-09	6099	エラン	/disc/60990/081220181109434713_tse-qcedjpsm-60990-20181109434713-ixbrl.htm	（訂正・数値データ訂正）「平成30年12月期 第3四半期決算短信〔日本基準〕（連結）」の一部訂正について	/disc/60990/140120181109434713.pdf
2018-11-09	6099	エラン	/disc/60990/081220181031426582_tse-qcedjpsm-60990-20181031426582-ixbrl.htm	平成30年12月期第3四半期決算短信〔日本基準〕（連結）	/disc/60990/140120181031426582.pdf
2018-08-10	6099	エラン	/disc/60990/081220180730487916_tse-qcedjpsm-60990-20180730487916-ixbrl.htm	平成30年12月期 第2四半期決算短信〔日本基準〕（連結）	/disc/60990/140120180730487916.pdf
2018-05-11	6099	エラン	/disc/60990/081220180409407404_tse-qcedjpsm-60990-20180409407404-ixbrl.htm	平成30年12月期　第１四半期決算短信〔日本基準〕（連結）	/disc/60990/140120180409407404.pdf
2018-02-13	6099	エラン	/disc/60990/081220180202463047_tse-acedjpsm-60990-20180202463047-ixbrl.htm	平成29年12月期　決算短信〔日本基準〕（連結）	/disc/60990/140120180202463047.pdf
2017-11-10	6099	エラン	/disc/60990/081220171107411381_tse-qcedjpsm-60990-20171107411381-ixbrl.htm	平成29年12月期　第３四半期決算短信〔日本基準〕（連結）	/disc/60990/140120171107411381.pdf
2017-08-10	6099	エラン	/disc/60990/081220170808452056_tse-qcedjpsm-60990-20170808452056-ixbrl.htm	平成29年12月期　第２四半期決算短信〔日本基準〕（連結）	/disc/60990/140120170808452056.pdf
2017-05-12	6099	エラン	/disc/60990/081220170511467457_tse-qcedjpsm-60990-20170511467457-ixbrl.htm	平成29年12月期　第１四半期決算短信〔日本基準〕（連結）	/disc/60990/140120170511467457.pdf
2017-02-10	6099	エラン	/disc/60990/081220170209494665_tse-anedjpsm-60990-20170209494665-ixbrl.htm	平成28年12月期　決算短信〔日本基準〕(非連結)	/disc/60990/140120170209494665.pdf
2016-11-09	6099	エラン	/disc/60990/081220161108433792_tse-qnedjpsm-60990-20161108433792-ixbrl.htm	平成28年12月期　第３四半期決算短信〔日本基準〕（非連結）	/disc/60990/140120161108433792.pdf
2016-08-10	6099	エラン	/disc/60990/081220160808470988_tse-qnedjpsm-60990-20160808470988-ixbrl.htm	平成28年12月期　第２四半期決算短信〔日本基準〕（非連結）	/disc/60990/140120160808470988.pdf
2026-08-07	6098	リクルートホールディングス	/disc/60980/081220260805510146_tse-qcedifsm-60980-20260807360980-ixbrl.htm	2027年3月期第1四半期決算短信〔IFRS〕(連結)	/disc/60980/140120260805510146.pdf
2026-05-15	6098	リクルートホールディングス	/disc/60980/081220260501516040_tse-acedifsm-60980-20260515360980-ixbrl.htm	2026年3月期決算短信〔IFRS〕（連結）	/disc/60980/140120260501516040.pdf
2026-02-09	6098	リクルートホールディングス	/disc/60980/081220260205549507_tse-qcedifsm-60980-20260209360980-ixbrl.htm	2026年3月期 第3四半期決算短信〔IFRS〕(連結)	/disc/60980/140120260205549507.pdf
2025-11-06	6098	リクルートホールディングス	/disc/60980/081220251031584806_tse-scedifsy-60980-20251106360980-ixbrl.htm	2026年3月期 第2四半期(中間期)決算短信〔IFRS〕（連結）	/disc/60980/140120251031584806.pdf
2025-08-05	6098	リクルートホールディングス	/disc/60980/081220250731525807_tse-qcedifsm-60980-20250805360980-ixbrl.htm	2026年3月期 第1四半期決算短信〔IFRS〕(連結)	/disc/60980/140120250731525807.pdf
2025-05-09	6098	リクルートホールディングス	/disc/60980/081220250501529513_tse-acedifsm-60980-20250509360980-ixbrl.htm	2025年3月期 決算短信〔IFRS〕（連結）	/disc/60980/140120250501529513.pdf
2025-02-12	6098	リクルートホールディングス	/disc/60980/081220250203561285_tse-qcedifsm-60980-20250212360980-ixbrl.htm	2025年3月期 第3四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120250203561285.pdf
2024-11-11	6098	リクルートホールディングス	/disc/60980/081220241107515286_tse-scedifsy-60980-20241111360980-ixbrl.htm	2025年3月期 第2四半期(中間期)決算短信〔IFRS〕（連結）	/disc/60980/140120241107515286.pdf
2024-08-08	6098	リクルートホールディングス	/disc/60980/081220240806564431_tse-qcedifsm-60980-20240808360980-ixbrl.htm	2025年3月期 第1四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120240806564431.pdf
2024-05-15	6098	リクルートホールディングス	/disc/60980/081220240513594354_tse-acedifsm-60980-20240515360980-ixbrl.htm	2024年3月期 決算短信〔IFRS〕（連結）	/disc/60980/140120240513594354.pdf
2024-02-09	6098	リクルートホールディングス	/disc/60980/081220240206527137_tse-qcedifsm-60980-20240209360980-ixbrl.htm	2024年3月期 第3四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120240206527137.pdf
2023-11-08	6098	リクルートホールディングス	/disc/60980/081220231106580067_tse-qcedifsm-60980-20231108360980-ixbrl.htm	2024年3月期 第2四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120231106580067.pdf
2023-08-10	6098	リクルートホールディングス	/disc/60980/081220230803533607_tse-qcedifsm-60980-20230810360980-ixbrl.htm	2024年3月期 第1四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120230803533607.pdf
2023-05-15	6098	リクルートホールディングス	/disc/60980/081220230510564608_tse-acedifsm-60980-20230515360980-ixbrl.htm	2023年3月期 決算短信〔IFRS〕（連結）	/disc/60980/140120230510564608.pdf
2023-02-13	6098	リクルートホールディングス	/disc/60980/081220230207502065_tse-qcedifsm-60980-20230213360980-ixbrl.htm	2023年3月期 第3四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120230207502065.pdf
2022-11-14	6098	リクルートホールディングス	/disc/60980/081220221108559331_tse-qcedifsm-60980-20221114360980-ixbrl.htm	2023年3月期 第2四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120221108559331.pdf
2022-08-12	6098	リクルートホールディングス	/disc/60980/081220220809516053_tse-qcedifsm-60980-20220812360980-ixbrl.htm	2023年3月期 第1四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120220809516053.pdf
2022-05-16	6098	リクルートホールディングス	/disc/60980/081220220513546161_tse-acedifsm-60980-20220516360980-ixbrl.htm	2022年3月期 決算短信〔IFRS〕（連結）	/disc/60980/140120220513546161.pdf
2022-02-14	6098	リクルートホールディングス	/disc/60980/081220220209585166_tse-qcedifsm-60980-20220214360980-ixbrl.htm	2022年3月期 第3四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120220209585166.pdf
2021-11-15	6098	リクルートホールディングス	/disc/60980/081220211109428979_tse-qcedifsm-60980-20211115360980-ixbrl.htm	2022年3月期 第2四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120211109428979.pdf
2021-08-12	6098	リクルートホールディングス	/disc/60980/081220210810482592_tse-qcedifsm-60980-20210812360980-ixbrl.htm	2022年3月期 第1四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120210810482592.pdf
2021-05-17	6098	リクルートホールディングス	/disc/60980/081220210513416704_tse-acedifsm-60980-20210517360980-ixbrl.htm	2021年3月期 決算短信〔IFRS〕（連結）	/disc/60980/140120210513416704.pdf
2021-02-15	6098	リクルートホールディングス	/disc/60980/081220210210461227_tse-qcedifsm-60980-20210215360980-ixbrl.htm	2021年3月期 第3四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120210210461227.pdf
2020-11-16	6098	リクルートホールディングス	/disc/60980/081220201112422574_tse-qcedifsm-60980-20201116360980-ixbrl.htm	2021年3月期 第2四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120201112422574.pdf
2020-08-26	6098	リクルートホールディングス	/disc/60980/081220200825485332_tse-qcedifsm-60980-20200826360980-ixbrl.htm	2021年3月期 第1四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120200825485332.pdf
2020-05-27	6098	リクルートホールディングス	/disc/60980/081220200526424955_tse-acedifsm-60980-20200527360980-ixbrl.htm	2020年３月期 決算短信〔IFRS〕（連結）	/disc/60980/140120200526424955.pdf
2020-02-14	6098	リクルートホールディングス	/disc/60980/081220200205458148_tse-qcedifsm-60980-20200214360980-ixbrl.htm	2020年３月期第３四半期決算短信〔IFRS〕（連結）	/disc/60980/140120200205458148.pdf
2019-11-13	6098	リクルートホールディングス	/disc/60980/081220191112425072_tse-qcedifsm-60980-20191113360980-ixbrl.htm	2020年３月期 第２四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120191112425072.pdf
2019-08-09	6098	リクルートホールディングス	/disc/60980/081220190808485724_tse-qcedifsm-60980-20190809360980-ixbrl.htm	2020年３月期 第１四半期 決算短信〔IFRS〕（連結）	/disc/60980/140120190808485724.pdf
2019-05-14	6098	リクルートホールディングス	/disc/60980/081220190514425241_tse-acedifsm-60980-20190514360980-ixbrl.htm	2019年３月期 決算短信〔IFRS〕（連結）	/disc/60980/140120190514425241.pdf
2019-02-13	6098	リクルートホールディングス	/disc/60980/081220190212475065_tse-qcedifsm-60980-20190213360980-ixbrl.htm	2019年３月期第３四半期決算短信〔IFRS〕（連結）	/disc/60980/140120190212475065.pdf
2018-11-13	6098	リクルートホールディングス	/disc/60980/081220181113436325_tse-qcedifsm-60980-20181113360980-ixbrl.htm	2019年３月期第２四半期決算短信〔IFRS〕（連結）	/disc/60980/140120181113436325.pdf
2018-11-13	6098	リクルートホールディングス	/disc/60980/081220181113436354_tse-qcedifsm-60980-20181113460980-ixbrl.htm	（訂正・数値データ訂正）「2019年３月期 第１四半期決算短信〔IFRS〕（連結）」の一部訂正について	/disc/60980/140120181113436354.pdf
2018-08-10	6098	リクルートホールディングス	/disc/60980/081220180810496293_tse-qcedifsm-60980-20180810360980-ixbrl.htm	2019年３月期 第１四半期決算短信〔IFRS〕（連結）	/disc/60980/140120180810496293.pdf
2018-05-15	6098	リクルートホールディングス	/disc/60980/081220180515438674_tse-acedifsm-60980-20180515360980-ixbrl.htm	2018年３月期 決算短信〔IFRS〕（連結）	/disc/60980/140120180515438674.pdf
2018-02-14	6098	リクルートホールディングス	/disc/60980/081220180214471427_tse-qcedifsm-60980-20180214360980-ixbrl.htm	2018年３月期　第３四半期決算短信〔IFRS〕（連結）	/disc/60980/140120180214471427.pdf
2017-11-14	6098	リクルートホールディングス	/disc/60980/081220171113417409_tse-qcedifsm-60980-20171114360980-ixbrl.htm	2018年３月期 第２四半期決算短信〔IFRS〕（連結）	/disc/60980/140120171113417409.pdf
2017-08-10	6098	リクルートホールディングス	/disc/60980/081220170810454259_tse-qcedifsm-60980-20170810360980-ixbrl.htm	2018年３月期 第１四半期決算短信〔IFRS〕（連結）	/disc/60980/140120170810454259.pdf
2017-05-12	6098	リクルートホールディングス	/disc/60980/081220170512469424_tse-acedjpsm-60980-20170512360980-ixbrl.htm	平成29年３月期決算短信〔日本基準〕(連結)	/disc/60980/140120170512469424.pdf
2017-02-13	6098	リクルートホールディングス	/disc/60980/081220170210496954_tse-qcedjpsm-60980-20170213360980-ixbrl.htm	平成29年３月期第３四半期決算短信〔日本基準〕(連結)	/disc/60980/140120170210496954.pdf
2016-11-10	6098	リクルートホールディングス	/disc/60980/081220161109435814_tse-qcedjpsm-60980-20161110360980-ixbrl.htm	平成29年３月期第２四半期決算短信〔日本基準〕(連結)	/disc/60980/140120161109435814.pdf
2016-08-09	6098	リクルートホールディングス	/disc/60980/081220160808471329_tse-qcedjpsm-60980-20160809360980-ixbrl.htm	平成29年３月期第１四半期決算短信〔日本基準〕(連結)	/disc/60980/140120160808471329.pdf
2026-08-13	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220260807515747_tse-acedjpsm-33000-20260813333000-ixbrl.htm	2026年６月期 決算短信〔日本基準〕(連結)	/disc/33000/140120260807515747.pdf
2026-05-15	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220260514534712_tse-qcedjpsm-33000-20260515333000-ixbrl.htm	2026年6月期 第3四半期　決算短信〔日本基準〕（連結）	/disc/33000/140120260514534712.pdf
2026-02-13	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220260212558577_tse-scedjpsy-33000-20260213333000-ixbrl.htm	2026年6月期 第2四半期（中間期）決算短信〔日本基準〕（連結）	/disc/33000/140120260212558577.pdf
2025-11-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220251113500734_tse-qcedjpsm-33000-20251114333000-ixbrl.htm	2026年6月期　第1四半期決算短信〔日本基準〕（連結）	/disc/33000/140120251113500734.pdf
2025-08-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220250814541449_tse-acedjpsm-33000-20250814333000-ixbrl.htm	2025年６月期 決算短信〔日本基準〕(連結)	/disc/33000/140120250814541449.pdf
2025-05-15	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220250515552781_tse-qcedjpsm-33000-20250515333000-ixbrl.htm	2025年６月期　第３四半期決算短信〔日本基準〕（連結）	/disc/33000/140120250515552781.pdf
2025-02-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220250213574152_tse-scedjpsy-33000-20250214333000-ixbrl.htm	2025年6月期　第2四半期(中間期)決算短信〔日本基準〕（連結）	/disc/33000/140120250213574152.pdf
2024-11-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220241113521018_tse-qcedjpsm-33000-20241114333000-ixbrl.htm	2025年6月期　第1四半期決算短信〔日本基準〕（連結）	/disc/33000/140120241113521018.pdf
2024-08-13	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220240813571005_tse-acedjpsm-33000-20240813333000-ixbrl.htm	2024年６月期 決算短信〔日本基準〕(連結)	/disc/33000/140120240813571005.pdf
2024-05-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220240510590222_tse-qcedjpsm-33000-20240514333000-ixbrl.htm	2024年６月期　第３四半期決算短信〔日本基準〕（連結）	/disc/33000/140120240510590222.pdf
2024-02-13	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220240213533259_tse-qcedjpsm-33000-20240213333000-ixbrl.htm	2024年６月期　第２四半期決算短信〔日本基準〕（連結）	/disc/33000/140120240213533259.pdf
2023-11-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220231113588784_tse-qcedjpsm-33000-20231114333000-ixbrl.htm	2024年６月期　第１四半期決算短信〔日本基準〕（連結）	/disc/33000/140120231113588784.pdf
2023-08-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220230810541365_tse-acedjpsm-33000-20230814333000-ixbrl.htm	2023年６月期 決算短信〔日本基準〕(連結)	/disc/33000/140120230810541365.pdf
2023-05-15	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220230512569813_tse-qcedjpsm-33000-20230515333000-ixbrl.htm	2023年6月期　第3四半期決算短信〔日本基準〕(連結)	/disc/33000/140120230512569813.pdf
2023-02-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220230213507754_tse-qcedjpsm-33000-20230214333000-ixbrl.htm	2023年6月期　第2四半期決算短信〔日本基準〕(連結)	/disc/33000/140120230213507754.pdf
2022-11-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220221111565205_tse-qcedjpsm-33000-20221114333000-ixbrl.htm	2023年６月期　第１四半期決算短信〔日本基準〕（連結）	/disc/33000/140120221111565205.pdf
2022-08-12	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220220804512068_tse-acedjpsm-33000-20220812333000-ixbrl.htm	2022年６月期 決算短信（日本基準) (連結)	/disc/33000/140120220804512068.pdf
2022-05-13	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220220512543846_tse-qcedjpsm-33000-20220513333000-ixbrl.htm	2022年６月期 第3四半期決算短信〔日本基準〕(連結)	/disc/33000/140120220512543846.pdf
2022-02-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220220214589554_tse-qcedjpsm-33000-20220214333000-ixbrl.htm	2022年６月期第２四半期決算短信〔日本基準〕(連結)	/disc/33000/140120220214589554.pdf
2021-11-12	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220211112434421_tse-qcedjpsm-33000-20211112333000-ixbrl.htm	2022年６月期　第１四半期決算短信〔日本基準〕（連結）	/disc/33000/140120211112434421.pdf
2021-08-13	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220210813486213_tse-acedjpsm-33000-20210813333000-ixbrl.htm	2021年６月期 決算短信（日本基準) (連結)	/disc/33000/140120210813486213.pdf
2021-05-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220210511410793_tse-qcedjpsm-33000-20210514333000-ixbrl.htm	2021年６月期　第３四半期決算短信〔日本基準〕（連結）	/disc/33000/140120210511410793.pdf
2021-02-12	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220210212463137_tse-qcedjpsm-33000-20210212333000-ixbrl.htm	2021年６月期　第２四半期決算短信〔日本基準〕(連結)	/disc/33000/140120210212463137.pdf
2020-11-13	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220201113423802_tse-qcedjpsm-33000-20201113333000-ixbrl.htm	2021年６月期　第１四半期決算短信〔日本基準〕（連結）	/disc/33000/140120201113423802.pdf
2020-09-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220200914492329_tse-acedjpsm-33000-20200914333000-ixbrl.htm	（訂正・数値データ訂正）「2020年６月期 決算短信〔日本基準〕（連結）」の一部訂正について	/disc/33000/140120200914492329.pdf
2020-08-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220200814482253_tse-acedjpsm-33000-20200814333000-ixbrl.htm	2020年６月期　決算短信〔日本基準〕(連結)	/disc/33000/140120200814482253.pdf
2020-05-15	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220200515416337_tse-qcedjpsm-33000-20200515333000-ixbrl.htm	2020年６月期　第３四半期決算短信〔日本基準〕（連結）	/disc/33000/140120200515416337.pdf
2020-02-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220200214464759_tse-qcedjpsm-33000-20200214333000-ixbrl.htm	2020年６月期　第２四半期決算短信〔日本基準〕（連結）	/disc/33000/140120200214464759.pdf
2019-11-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220191114426601_tse-qcedjpsm-33000-20191114333000-ixbrl.htm	2020年６月期　第１四半期決算短信〔日本基準〕（連結）	/disc/33000/140120191114426601.pdf
2019-08-14	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220190814488196_tse-acedjpsm-33000-20190814333000-ixbrl.htm	2019年６月期　決算短信〔日本基準〕（連結）	/disc/33000/140120190814488196.pdf
2019-05-15	3300	ＡＭＢＩＴＩＯＮ	/disc/33000/081220190514426799_tse-qcedjpsm-33000-20190515333000-ixbrl.htm	2019年６月期　第３四半期決算短信〔日本基準〕（連結）	/disc/33000/140120190514426799.pdf
