コード	企業名	競合リスト
3548	バロックジャパンリミテッド	"[{""code"": ""2685"", ""name"": ""アダストリ""}, {""code"": ""7453"", ""name"": ""良品計画""}, {""code"": ""9983"", ""name"": ""Fリテイリ""}]"
1438	岐阜造園	"[{""code"": ""1376"", ""name"": ""カネコ種苗""}, {""code"": ""6061"", ""name"": ""ユニバ園芸""}]"
6535	アイモバイル	"[{""code"": ""2461"", ""name"": ""ファンコミ""}, {""code"": ""3688"", ""name"": ""CARTA""}, {""code"": ""3962"", ""name"": ""チェンジH""}]"
9142	九州旅客鉄道〔JR九州〕	"[{""code"": ""9021"", ""name"": ""JR西日本""}, {""code"": ""9022"", ""name"": ""JR東海""}, {""code"": ""9031"", ""name"": ""西日本鉄道""}]"
3966	ユーザベース	
7190	マーキュリアインベストメント	
4189	KHネオケム	"[{""code"": ""4403"", ""name"": ""日油""}, {""code"": ""4970"", ""name"": ""東洋合成工""}]"
3965	キャピタル・アセット・プランニング	"[{""code"": ""4762"", ""name"": ""Xネット""}, {""code"": ""9759"", ""name"": ""NSD""}]"
3474	Ｇ－ＦＡＣＴＯＲＹ	"[{""code"": ""2751"", ""name"": ""テンポスH""}, {""code"": ""3484"", ""name"": ""イノベHD""}]"
3964	オークネット	"[{""code"": ""2480"", ""name"": ""シス・ロケ""}, {""code"": ""3186"", ""name"": ""ネクステジ""}, {""code"": ""3674"", ""name"": ""オクファン""}]"
3963	シンクロ・フード	"[{""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""6048"", ""name"": ""デザワンJ""}, {""code"": ""6049"", ""name"": ""イトクロ""}]"
3961	シルバーエッグ・テクノロジー	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""5026"", ""name"": ""トリプルI""}]"
3962	チェンジ	"[{""code"": ""4443"", ""name"": ""サンサン""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""6532"", ""name"": ""ベイカレ""}]"
3960	バリューデザイン	
3940	ノムラシステムコーポレーション	"[{""code"": ""3666"", ""name"": ""テクノスJ""}, {""code"": ""4335"", ""name"": ""IPS""}, {""code"": ""4828"", ""name"": ""B-ENG""}]"
3547	串カツ田中	"[{""code"": ""3193"", ""name"": ""エタナルH""}, {""code"": ""7524"", ""name"": ""マルシェ""}, {""code"": ""9887"", ""name"": ""松屋FHD""}]"
3939	カナミックネットワーク	"[{""code"": ""2150"", ""name"": ""ケアネット""}, {""code"": ""2413"", ""name"": ""エムスリー""}, {""code"": ""6095"", ""name"": ""メドピア""}]"
6533	デジタルアイデンティティ	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4293"", ""name"": ""セプテニH""}]"
3473	さくら総合リート投資法人	
6532	ベイカレント・コンサルティング	"[{""code"": ""4307"", ""name"": ""NRI""}, {""code"": ""6088"", ""name"": ""シグマクシ""}]"
3545	デファクトスタンダード	
3472	大江戸温泉リート投資法人	
3471	三井不動産ロジスティクスパーク投資法人	
3470	マリモ地方創生リート投資法人	
6531	リファインバース	
3469	デュアルタップ	"[{""code"": ""3475"", ""name"": ""グッドコム""}, {""code"": ""5535"", ""name"": ""ミガロHD""}, {""code"": ""8935"", ""name"": ""FJネクス""}]"
6200	インソース	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""2464"", ""name"": ""アオバBB""}, {""code"": ""9610"", ""name"": ""ウィルソン""}]"
3938	LINE	
6199	セラク	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""4413"", ""name"": ""ボードルア""}, {""code"": ""4751"", ""name"": ""サイバーA""}]"
3543	コメダホールディングス	"[{""code"": ""3087"", ""name"": ""ドト日レH""}, {""code"": ""3395"", ""name"": ""サンマルH""}, {""code"": ""9853"", ""name"": ""銀座ルノア""}]"
6197	ソラスト	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""6198"", ""name"": ""キャリア""}]"
3542	ベガコーポレーション	"[{""code"": ""3092"", ""name"": ""ZOZO""}, {""code"": ""3195"", ""name"": ""ジェネパス""}, {""code"": ""9843"", ""name"": ""ニトリHD""}]"
6198	キャリア	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""4318"", ""name"": ""クイック""}, {""code"": ""6070"", ""name"": ""キャリアL""}]"
6193	バーチャレクス・コンサルティング	"[{""code"": ""3762"", ""name"": ""テクマトリ""}, {""code"": ""6088"", ""name"": ""シグマクシ""}]"
7187	ジェイリース	"[{""code"": ""5845"", ""name"": ""全保連""}, {""code"": ""7191"", ""name"": ""イントラス""}, {""code"": ""7196"", ""name"": ""Casa""}]"
6196	ストライク	"[{""code"": ""2127"", ""name"": ""日本M&A""}, {""code"": ""4792"", ""name"": ""山田コンサ""}, {""code"": ""6080"", ""name"": ""M&ACP""}]"
3937	ＡＷＳホールディングス	"[{""code"": ""3918"", ""name"": ""PCIHD""}, {""code"": ""4053"", ""name"": ""サンアスタ""}]"
2820	やまみ	"[{""code"": ""2908"", ""name"": ""フジッコ""}, {""code"": ""2911"", ""name"": ""旭松食品""}]"
3541	農業総合研究所	"[{""code"": ""3392"", ""name"": ""デリカFH""}, {""code"": ""8006"", ""name"": ""ユアサフナ""}, {""code"": ""9259"", ""name"": ""タカヨシH""}]"
6194	アトラエ	"[{""code"": ""2168"", ""name"": ""パソナG""}, {""code"": ""2410"", ""name"": ""キャリアデ""}, {""code"": ""4194"", ""name"": ""ビジョナル""}]"
6195	ホープ	"[{""code"": ""2389"", ""name"": ""デジタルH""}, {""code"": ""3962"", ""name"": ""チェンジH""}, {""code"": ""6049"", ""name"": ""イトクロ""}]"
9281	タカラレーベン・インフラ投資法人	
3539	ジャパンミート	"[{""code"": ""3038"", ""name"": ""神戸物産""}, {""code"": ""3222"", ""name"": ""USMHD""}, {""code"": ""8279"", ""name"": ""ヤオコー""}]"
3468	スターアジア不動産投資法人	
3936	グローバルウェイ	"[{""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""6054"", ""name"": ""リブセンス""}]"
3935	エディア	"[{""code"": ""3662"", ""name"": ""エイチーム""}, {""code"": ""3904"", ""name"": ""カヤック""}, {""code"": ""3907"", ""name"": ""シリコンS""}]"
3504	丸八ホールディングス	"[{""code"": ""3202"", ""name"": ""ダイトウボ""}, {""code"": ""7817"", ""name"": ""パラマウH""}, {""code"": ""7840"", ""name"": ""FベッドH""}]"
6192	ハイアス・アンド・カンパニー	
3922	ＰＲＴＩＭＥＳ	"[{""code"": ""6058"", ""name"": ""ベクトル""}]"
6191	エボラブルアジア	"[{""code"": ""3926"", ""name"": ""オプンドア""}, {""code"": ""6030"", ""name"": ""アドベンチ""}, {""code"": ""9603"", ""name"": ""HIS""}]"
3934	ベネフィットジャパン	"[{""code"": ""9418"", ""name"": ""UNEXT""}, {""code"": ""9419"", ""name"": ""ワイヤG""}, {""code"": ""9424"", ""name"": ""日本通信""}]"
3538	ウイルプラスホールディングス	"[{""code"": ""3186"", ""name"": ""ネクステジ""}, {""code"": ""4732"", ""name"": ""USS""}, {""code"": ""9856"", ""name"": ""ケーユーH""}]"
3933	チエル	"[{""code"": ""2326"", ""name"": ""Dアーツ""}, {""code"": ""4686"", ""name"": ""ジャストS""}, {""code"": ""8057"", ""name"": ""内田洋行""}]"
6190	フェニックスバイオ	"[{""code"": ""2395"", ""name"": ""新日本科学""}, {""code"": ""4572"", ""name"": ""カルナBS""}, {""code"": ""4694"", ""name"": ""BML""}]"
6237	イワキポンプ	"[{""code"": ""6322"", ""name"": ""タクミナ""}, {""code"": ""6333"", ""name"": ""帝国電機製""}, {""code"": ""6376"", ""name"": ""日機装""}]"
9466	アイドママーケティングコミュニケーション	"[{""code"": ""2180"", ""name"": ""サニサイG""}, {""code"": ""2411"", ""name"": ""ゲンダイ""}, {""code"": ""2436"", ""name"": ""共同PR""}]"
3467	アグレ都市デザイン	"[{""code"": ""1841"", ""name"": ""サンユー建""}, {""code"": ""3261"", ""name"": ""グランディ""}, {""code"": ""3293"", ""name"": ""アズマH""}]"
6189	グローバルグループ	"[{""code"": ""2749"", ""name"": ""JPHLD""}, {""code"": ""7037"", ""name"": ""テノ.HD""}]"
7185	ヒロセ通商	"[{""code"": ""7177"", ""name"": ""GMOFH""}, {""code"": ""8704"", ""name"": ""トレイダH""}, {""code"": ""8732"", ""name"": ""マネーPG""}]"
3932	アカツキ	"[{""code"": ""3656"", ""name"": ""KLab""}, {""code"": ""3662"", ""name"": ""エイチーム""}, {""code"": ""3668"", ""name"": ""コロプラ""}]"
3537	昭栄薬品	"[{""code"": ""3176"", ""name"": ""三洋貿易""}, {""code"": ""8103"", ""name"": ""明和産業""}, {""code"": ""8138"", ""name"": ""三京化成""}]"
7184	富山第一銀行	"[{""code"": ""7381"", ""name"": ""北國FHD""}, {""code"": ""8362"", ""name"": ""福井銀行""}, {""code"": ""8365"", ""name"": ""富山銀行""}]"
6188	富士ソフトサービスビューロ	
6615	ユー・エム・シーエレクトロニクス	"[{""code"": ""7613"", ""name"": ""シークス""}, {""code"": ""8154"", ""name"": ""加賀電子""}]"
6187	LITALICO	
1436	フィット	"[{""code"": ""1928"", ""name"": ""積水ハウス""}, {""code"": ""3288"", ""name"": ""オプンHG""}, {""code"": ""8860"", ""name"": ""フジ住宅""}]"
2424	ブラス	"[{""code"": ""2198"", ""name"": ""IKKHD""}, {""code"": ""2418"", ""name"": ""ツカダGH""}, {""code"": ""4331"", ""name"": ""テイクギヴ""}]"
2884	ヨシムラ・フード・ホールディングス	"[{""code"": ""2209"", ""name"": ""井村屋G""}, {""code"": ""2222"", ""name"": ""寿スピリツ""}, {""code"": ""3038"", ""name"": ""神戸物産""}]"
7811	中本パックス	"[{""code"": ""4994"", ""name"": ""大成ラミク""}, {""code"": ""7917"", ""name"": ""ザクロス""}, {""code"": ""7919"", ""name"": ""野崎印刷紙""}]"
3931	バリューゴルフ	"[{""code"": ""2477"", ""name"": ""手間いらず""}, {""code"": ""3032"", ""name"": ""ゴルフドゥ""}, {""code"": ""3319"", ""name"": ""GDO""}]"
3930	はてな	"[{""code"": ""2148"", ""name"": ""ITメデア""}, {""code"": ""3904"", ""name"": ""カヤック""}, {""code"": ""4446"", ""name"": ""リンクUG""}]"
3466	ラサールロジポート投資法人	
