コード	企業名	競合リスト
3192	白鳩	"[{""code"": ""3185"", ""name"": ""夢展望""}, {""code"": ""3189"", ""name"": ""ANAP""}, {""code"": ""8005"", ""name"": ""スクロール""}]"
9024	西武ホールディングス	"[{""code"": ""9001"", ""name"": ""東武鉄道""}, {""code"": ""9005"", ""name"": ""東急""}, {""code"": ""9007"", ""name"": ""小田急電鉄""}]"
3687	フィックスターズ	"[{""code"": ""2359"", ""name"": ""コア""}, {""code"": ""3837"", ""name"": ""アドソル日""}, {""code"": ""6088"", ""name"": ""シグマクシ""}]"
3191	ジョイフル本田	"[{""code"": ""3050"", ""name"": ""DCMHD""}, {""code"": ""8218"", ""name"": ""コメリ""}, {""code"": ""9842"", ""name"": ""アクランズ""}]"
9090	丸和運輸機関	"[{""code"": ""2384"", ""name"": ""SBSHD""}, {""code"": ""9037"", ""name"": ""ハマキョウ""}, {""code"": ""9058"", ""name"": ""トランコム""}]"
6616	トレックス・セミコンダクター	"[{""code"": ""6769"", ""name"": ""ザインエレ""}, {""code"": ""6963"", ""name"": ""ローム""}]"
6093	エスクロー・エージェント・ジャパン	"[{""code"": ""4351"", ""name"": ""山田債権回""}, {""code"": ""9746"", ""name"": ""TKC""}]"
3686	ディー・エル・イー	"[{""code"": ""8136"", ""name"": ""サンリオ""}]"
7779	CYBERDYNE	"[{""code"": ""6645"", ""name"": ""オムロン""}, {""code"": ""7733"", ""name"": ""オリンパス""}]"
3685	みんなのウェディング	
3190	ホットマン	"[{""code"": ""3352"", ""name"": ""バッファロ""}, {""code"": ""7508"", ""name"": ""G-7HD""}, {""code"": ""7509"", ""name"": ""アイエーG""}]"
6740	ジャパンディスプレイ	"[{""code"": ""6753"", ""name"": ""シャープ""}]"
6810	日立マクセル	"[{""code"": ""6752"", ""name"": ""パナソニク""}, {""code"": ""6762"", ""name"": ""TDK""}, {""code"": ""6981"", ""name"": ""村田製作所""}]"
4246	ダイキョーニシカワ	"[{""code"": ""4249"", ""name"": ""森六HLD""}, {""code"": ""7282"", ""name"": ""豊田合成""}, {""code"": ""7988"", ""name"": ""ニフコ""}]"
6092	エンバイオ・ホールディングス	"[{""code"": ""1712"", ""name"": ""ダイセキ環""}, {""code"": ""4657"", ""name"": ""環境管理セ""}]"
9414	日本ＢＳ放送	"[{""code"": ""9402"", ""name"": ""中部日本放""}, {""code"": ""9407"", ""name"": ""RKB毎日""}, {""code"": ""9413"", ""name"": ""TV東京H""}]"
3683	サイバーリンクス	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""2493"", ""name"": ""EサポトL""}, {""code"": ""3835"", ""name"": ""eBASE""}]"
4589	アキュセラ・インク	
