コード	企業名	競合リスト
7356	Retty	"[{""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""2440"", ""name"": ""ぐるなび""}]"
7097	さくらさくプラス	"[{""code"": ""6189"", ""name"": ""グロバルK""}, {""code"": ""7084"", ""name"": ""Kスマイル""}]"
4934	プレミアアンチエイジング	"[{""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4931"", ""name"": ""新日本製薬""}, {""code"": ""4933"", ""name"": ""I-ne""}]"
4014	カラダノート	"[{""code"": ""4169"", ""name"": ""Eチェンジ""}, {""code"": ""4480"", ""name"": ""メドレー""}, {""code"": ""4483"", ""name"": ""JMDC""}]"
7692	アースインフィニティ	"[{""code"": ""1407"", ""name"": ""ウエストH""}, {""code"": ""3150"", ""name"": ""グリムス""}, {""code"": ""9517"", ""name"": ""eレックス""}]"
4013	日通システム	"[{""code"": ""4776"", ""name"": ""サイボウズ""}, {""code"": ""6436"", ""name"": ""アマノ""}, {""code"": ""9928"", ""name"": ""ミロク情報""}]"
6600	キオクシアホールディングス	
7354	ダイレクトマーケティングミックス	"[{""code"": ""2471"", ""name"": ""エスプール""}, {""code"": ""4290"", ""name"": ""プレステI""}]"
2987	タスキ	
4012	アクシス	"[{""code"": ""2307"", ""name"": ""クロスキャ""}, {""code"": ""2335"", ""name"": ""キューブS""}, {""code"": ""3916"", ""name"": ""Dインフォ""}]"
4011	ヘッドウォータース	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""5036"", ""name"": ""日本ビジS""}, {""code"": ""5129"", ""name"": ""FIXER""}]"
4060	rakumo	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4058"", ""name"": ""トヨクモ""}]"
4933	I-ne	"[{""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4931"", ""name"": ""新日本製薬""}, {""code"": ""6630"", ""name"": ""ヤーマン""}]"
2932	STIフードホールディングス	"[{""code"": ""2903"", ""name"": ""シノブフズ""}, {""code"": ""2908"", ""name"": ""フジッコ""}, {""code"": ""2933"", ""name"": ""紀文食品""}]"
4059	まぐまぐ	"[{""code"": ""4387"", ""name"": ""ZUU""}, {""code"": ""6038"", ""name"": ""イード""}, {""code"": ""7047"", ""name"": ""ポート""}]"
4930	グラフィコ	
4058	トヨクモ	"[{""code"": ""4060"", ""name"": ""ラクモ""}, {""code"": ""4448"", ""name"": ""クベル""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
1375	雪国まいたけ	"[{""code"": ""1379"", ""name"": ""ホクト""}, {""code"": ""2904"", ""name"": ""一正蒲鉾""}]"
4057	インターファクトリー	"[{""code"": ""3371"", ""name"": ""ソフトCH""}, {""code"": ""4477"", ""name"": ""BASE""}, {""code"": ""4496"", ""name"": ""コマース1""}]"
4056	ニューラルポケット	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4382"", ""name"": ""HEROZ""}, {""code"": ""4488"", ""name"": ""AIins""}]"
4055	ティアンドエス	"[{""code"": ""2317"", ""name"": ""システナ""}, {""code"": ""3687"", ""name"": ""フィックス""}, {""code"": ""9749"", ""name"": ""富士ソフト""}]"
4883	モダリス	"[{""code"": ""4563"", ""name"": ""アンジェス""}, {""code"": ""4583"", ""name"": ""カイオムB""}, {""code"": ""4978"", ""name"": ""リプロセル""}]"
4053	Sun Asterisk	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""6088"", ""name"": ""シグマクシ""}, {""code"": ""9682"", ""name"": ""DTS""}]"
4054	日本情報クリエイト	"[{""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""3796"", ""name"": ""いい生活""}, {""code"": ""4389"", ""name"": ""プロパDB""}]"
7353	KIYOラーニング	"[{""code"": ""264A"", ""name"": ""Schoo""}, {""code"": ""4319"", ""name"": ""TAC""}, {""code"": ""6096"", ""name"": ""レアジョブ""}]"
4051	GMOフィナンシャルゲート	"[{""code"": ""3769"", ""name"": ""GMOペイ""}, {""code"": ""4819"", ""name"": ""Dガレージ""}, {""code"": ""5258"", ""name"": ""TXNMN""}]"
4495	アイキューブドシステムズ	"[{""code"": ""3694"", ""name"": ""オプティム""}, {""code"": ""3983"", ""name"": ""オロ""}, {""code"": ""4475"", ""name"": ""ヘンゲ""}]"
4499	Speee	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3769"", ""name"": ""GMOペイ""}, {""code"": ""6532"", ""name"": ""ベイカレ""}]"
7352	BrandingEngineer	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""6194"", ""name"": ""アトラエ""}, {""code"": ""7060"", ""name"": ""ギークス""}]"
7351	グッドパッチ	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""7067"", ""name"": ""ブラテクノ""}, {""code"": ""7078"", ""name"": ""インクル""}]"
6599	エブレン	"[{""code"": ""6597"", ""name"": ""HPCシス""}, {""code"": ""6918"", ""name"": ""アバール""}]"
4496	コマースOneホールディングス	"[{""code"": ""3134"", ""name"": ""Hamee""}, {""code"": ""3371"", ""name"": ""ソフトCH""}, {""code"": ""3633"", ""name"": ""GMOペパ""}]"
4052	フィーチャ	"[{""code"": ""3653"", ""name"": ""モルフォ""}, {""code"": ""4382"", ""name"": ""HEROZ""}, {""code"": ""4425"", ""name"": ""Kudan""}]"
4497	ロコガイド	
7689	コパ・コーポレーション	"[{""code"": ""2722"", ""name"": ""IKHLD""}, {""code"": ""7818"", ""name"": ""トランザク""}]"
2984	ヤマイチエステート	"[{""code"": ""2976"", ""name"": ""日グランデ""}, {""code"": ""8892"", ""name"": ""日エスコン""}, {""code"": ""8996"", ""name"": ""Hフリダム""}]"
6598	スマート・ソリューション・テクノロジー	
2983	アールプランナー	"[{""code"": ""8886"", ""name"": ""ウッドフレ""}, {""code"": ""8904"", ""name"": ""AVANT""}, {""code"": ""8917"", ""name"": ""F住建""}]"
4498	サイバートラスト	"[{""code"": ""3788"", ""name"": ""GMOGS""}, {""code"": ""3817"", ""name"": ""SRAHD""}, {""code"": ""6050"", ""name"": ""Eガーディ""}]"
7096	ステムセル研究所	"[{""code"": ""4552"", ""name"": ""JCRファ""}, {""code"": ""4880"", ""name"": ""セルソース""}, {""code"": ""7774"", ""name"": ""J-TEC""}]"
4932	アルマード	"[{""code"": ""2929"", ""name"": ""ファーマF""}, {""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4931"", ""name"": ""新日本製薬""}]"
7317	松屋アールアンドディ	"[{""code"": ""3526"", ""name"": ""芦森工業""}, {""code"": ""3553"", ""name"": ""共和レザー""}, {""code"": ""6995"", ""name"": ""東海理化""}]"
7095	Macbee Planet	"[{""code"": ""2433"", ""name"": ""博報堂DY""}, {""code"": ""4293"", ""name"": ""セプテニH""}, {""code"": ""4751"", ""name"": ""サイバーA""}]"
7094	NexTone	"[{""code"": ""3678"", ""name"": ""メディアド""}, {""code"": ""4301"", ""name"": ""アミューズ""}, {""code"": ""7860"", ""name"": ""Avex""}]"
1444	ニッソウ	"[{""code"": ""1401"", ""name"": ""エムビエス""}, {""code"": ""1446"", ""name"": ""キャンデル""}, {""code"": ""1449"", ""name"": ""FUJIJ""}]"
4493	サイバーセキュリティクラウド	"[{""code"": ""2326"", ""name"": ""Dアーツ""}, {""code"": ""3692"", ""name"": ""FFRIS""}, {""code"": ""4475"", ""name"": ""ヘンゲ""}]"
4432	ウイングアーク1st	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4733"", ""name"": ""OBC""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
7093	アディッシュ	
5071	ヴィス	"[{""code"": ""1717"", ""name"": ""明豊FW""}, {""code"": ""7972"", ""name"": ""イトーキ""}, {""code"": ""9716"", ""name"": ""乃村工芸社""}]"
4882	ペルセウスプロテオミクス	"[{""code"": ""4583"", ""name"": ""カイオムB""}, {""code"": ""4588"", ""name"": ""オンコリス""}, {""code"": ""4881"", ""name"": ""ファンペプ""}]"
5690	リバーホールディングス	
5368	日本インシュレーション	"[{""code"": ""5351"", ""name"": ""品川リフラ""}, {""code"": ""5391"", ""name"": ""A&AM""}, {""code"": ""5393"", ""name"": ""ニチアス""}]"
9326	関通	"[{""code"": ""9037"", ""name"": ""ハマキョウ""}, {""code"": ""9058"", ""name"": ""トランコム""}, {""code"": ""9327"", ""name"": ""eロジット""}]"
4492	ゼネテック	"[{""code"": ""3741"", ""name"": ""セック""}, {""code"": ""4420"", ""name"": ""イーソル""}, {""code"": ""4440"", ""name"": ""ヴィッツ""}]"
5070	ドラフト	"[{""code"": ""9622"", ""name"": ""スペース""}, {""code"": ""9716"", ""name"": ""乃村工芸社""}, {""code"": ""9743"", ""name"": ""丹青社""}]"
7091	リビングプラットフォーム	"[{""code"": ""2374"", ""name"": ""セントHD""}, {""code"": ""2435"", ""name"": ""シダー""}, {""code"": ""6062"", ""name"": ""チャムケア""}]"
7688	ミアヘルサ	
7687	ミクリード	"[{""code"": ""3180"", ""name"": ""Bガレージ""}, {""code"": ""3559"", ""name"": ""ピーバン""}, {""code"": ""9962"", ""name"": ""ミスミG""}]"
7090	リグア	"[{""code"": ""6029"", ""name"": ""アトラG""}, {""code"": ""7062"", ""name"": ""フレアス""}]"
6231	木村工機	"[{""code"": ""5953"", ""name"": ""昭和鉄工""}, {""code"": ""6458"", ""name"": ""新晃工業""}, {""code"": ""6755"", ""name"": ""富士ゼネ""}]"
7089	フォースタートアップス	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""6194"", ""name"": ""アトラエ""}, {""code"": ""6539"", ""name"": ""MSJpn""}]"
4491	コンピューターマネージメント	"[{""code"": ""2307"", ""name"": ""クロスキャ""}, {""code"": ""3816"", ""name"": ""大和コンピ""}, {""code"": ""3924"", ""name"": ""ランドC""}]"
4490	ビザスク	"[{""code"": ""2413"", ""name"": ""エムスリー""}, {""code"": ""6027"", ""name"": ""弁護士DC""}]"
7088	フォーラムエンジニアリング	"[{""code"": ""4641"", ""name"": ""アルプス技""}, {""code"": ""6028"", ""name"": ""テクノプロ""}, {""code"": ""9744"", ""name"": ""メイテクH""}]"
7087	ウイルテック	"[{""code"": ""2146"", ""name"": ""UTG""}, {""code"": ""2154"", ""name"": ""オプンUG""}, {""code"": ""9744"", ""name"": ""メイテクH""}]"
7086	きずなホールディングス	
7084	Kids SmileHoldings	"[{""code"": ""2462"", ""name"": ""ライク""}, {""code"": ""2749"", ""name"": ""JPHLD""}, {""code"": ""6189"", ""name"": ""グロバルK""}]"
7085	カーブスホールディングス	"[{""code"": ""2378"", ""name"": ""ルネサンス""}, {""code"": ""4801"", ""name"": ""セントスポ""}, {""code"": ""8920"", ""name"": ""東祥""}]"
7083	AHCグループ	"[{""code"": ""7091"", ""name"": ""リビングP""}, {""code"": ""7366"", ""name"": ""リタリコ""}, {""code"": ""9346"", ""name"": ""ココルポト""}]"
9287	ジャパン・インフラファンド投資法人	
7082	ジモティー	"[{""code"": ""2139"", ""name"": ""中広""}, {""code"": ""2164"", ""name"": ""地域新聞社""}, {""code"": ""2481"", ""name"": ""タウンニュ""}]"
7081	コーユーレンティア	"[{""code"": ""9639"", ""name"": ""三協フロン""}, {""code"": ""9663"", ""name"": ""ナガワ""}, {""code"": ""9699"", ""name"": ""ニシオHD""}]"
