コード	企業名	競合リスト
3991	ウォンテッドリー	"[{""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""6194"", ""name"": ""アトラエ""}]"
6554	エスユーエス	"[{""code"": ""2163"", ""name"": ""アルトナー""}, {""code"": ""2186"", ""name"": ""ソーバル""}, {""code"": ""6028"", ""name"": ""テクノプロ""}]"
3990	ＵＵＵＭ	"[{""code"": ""4751"", ""name"": ""サイバーA""}, {""code"": ""7860"", ""name"": ""Avex""}]"
6696	トランザス	"[{""code"": ""2186"", ""name"": ""ソーバル""}, {""code"": ""3914"", ""name"": ""JIGSA""}, {""code"": ""9739"", ""name"": ""NSW""}]"
3989	シェアリングテクノロジー	"[{""code"": ""2120"", ""name"": ""ライフル""}, {""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""4290"", ""name"": ""プレステI""}]"
3480	ジェイ・エス・ビー	"[{""code"": ""3276"", ""name"": ""JPMC""}, {""code"": ""8908"", ""name"": ""毎日コムネ""}, {""code"": ""9616"", ""name"": ""共立メンテ""}]"
7810	クロスフォー	"[{""code"": ""7872"", ""name"": ""エステール""}, {""code"": ""8008"", ""name"": ""4℃HLD""}, {""code"": ""9904"", ""name"": ""ベリテ""}]"
3566	ユニフォームネクスト	"[{""code"": ""3597"", ""name"": ""自重堂""}, {""code"": ""7447"", ""name"": ""ナガイレベ""}, {""code"": ""7564"", ""name"": ""ワークマン""}]"
6553	ソウルドアウト	
6552	GameWith	"[{""code"": ""2193"", ""name"": ""クックパド""}, {""code"": ""3660"", ""name"": ""iスタイル""}, {""code"": ""6047"", ""name"": ""グノシー""}]"
3988	SYSホールディングス	"[{""code"": ""3837"", ""name"": ""アドソル日""}, {""code"": ""3916"", ""name"": ""Dインフォ""}, {""code"": ""3918"", ""name"": ""PCIHD""}]"
6551	ツナグ・ソリューションズ	"[{""code"": ""2181"", ""name"": ""パーソルH""}, {""code"": ""4849"", ""name"": ""エンJPN""}, {""code"": ""6054"", ""name"": ""リブセンス""}]"
6550	Fringe81	"[{""code"": ""4293"", ""name"": ""セプテニH""}, {""code"": ""4784"", ""name"": ""GMOアド""}]"
3987	エコモット	"[{""code"": ""3694"", ""name"": ""オプティム""}, {""code"": ""6662"", ""name"": ""ユビテック""}, {""code"": ""9739"", ""name"": ""NSW""}]"
6549	ディーエムソリューションズ	"[{""code"": ""3955"", ""name"": ""イムラ""}, {""code"": ""7795"", ""name"": ""キョウリツ""}, {""code"": ""9782"", ""name"": ""DMS""}]"
3986	ビーブレイクシステムズ	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4684"", ""name"": ""オービック""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
3565	アセンテック	"[{""code"": ""3968"", ""name"": ""セグエG""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
6548	旅工房	"[{""code"": ""6030"", ""name"": ""アドベンチ""}, {""code"": ""9603"", ""name"": ""HIS""}, {""code"": ""9726"", ""name"": ""KNTCT""}]"
3564	LIXILビバ	
7940	ウェーブロックホールディングス	"[{""code"": ""4203"", ""name"": ""住友ベーク""}, {""code"": ""4220"", ""name"": ""リケンテク""}, {""code"": ""7971"", ""name"": ""東リ""}]"
3985	テモナ	"[{""code"": ""3633"", ""name"": ""GMOペパ""}, {""code"": ""4477"", ""name"": ""BASE""}, {""code"": ""4496"", ""name"": ""コマース1""}]"
6175	ネットマーケティング	
3984	ユーザーローカル	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3666"", ""name"": ""テクノスJ""}]"
3563	スシローグローバルホールディングス	"[{""code"": ""2695"", ""name"": ""くら寿司""}, {""code"": ""3197"", ""name"": ""すかいHD""}, {""code"": ""7421"", ""name"": ""カッパクリ""}]"
9283	日本再生可能エネルギーインフラ投資法人	
3964	オークネット	"[{""code"": ""2480"", ""name"": ""シス・ロケ""}, {""code"": ""3186"", ""name"": ""ネクステジ""}, {""code"": ""3674"", ""name"": ""オクファン""}]"
3562	No.1	"[{""code"": ""2763"", ""name"": ""エフティG""}, {""code"": ""3323"", ""name"": ""レカム""}, {""code"": ""3393"", ""name"": ""スタティア""}]"
6694	ズーム	"[{""code"": ""7944"", ""name"": ""ローランド""}, {""code"": ""7951"", ""name"": ""ヤマハ""}, {""code"": ""7952"", ""name"": ""河合楽器""}]"
3479	ティーケーピー	"[{""code"": ""4317"", ""name"": ""レイ""}, {""code"": ""9616"", ""name"": ""共立メンテ""}, {""code"": ""9625"", ""name"": ""セレスポ""}]"
4597	ソレイジア・ファーマ	"[{""code"": ""4564"", ""name"": ""オンコセラ""}, {""code"": ""4565"", ""name"": ""ネクセラP""}, {""code"": ""4582"", ""name"": ""シンバイオ""}]"
3983	オロ	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4684"", ""name"": ""オービック""}]"
6547	グリーンズ	"[{""code"": ""6076"", ""name"": ""アメイズ""}, {""code"": ""9616"", ""name"": ""共立メンテ""}]"
3978	マクロミル	"[{""code"": ""3675"", ""name"": ""クロスMG""}, {""code"": ""3695"", ""name"": ""GMOリサ""}, {""code"": ""4326"", ""name"": ""インテージ""}]"
6546	フルテック	"[{""code"": ""5929"", ""name"": ""三和HLD""}, {""code"": ""6544"", ""name"": ""Jエレベタ""}]"
3982	エスキュービズム	
3561	力の源ホールディングス	"[{""code"": ""7554"", ""name"": ""幸楽苑""}, {""code"": ""7611"", ""name"": ""ハイデイ日""}, {""code"": ""8200"", ""name"": ""リンガー""}]"
6545	インターネットインフィニティー	"[{""code"": ""2175"", ""name"": ""SMS""}]"
3981	ビーグリー	"[{""code"": ""9467"", ""name"": ""アルファP""}, {""code"": ""9468"", ""name"": ""カドカワ""}, {""code"": ""9684"", ""name"": ""スクエニH""}]"
6544	ジャパンエレベーターサービスホールディングス	"[{""code"": ""4658"", ""name"": ""日本空調サ""}, {""code"": ""6044"", ""name"": ""三機サビス""}, {""code"": ""6406"", ""name"": ""フジテック""}]"
3560	ほぼ日	"[{""code"": ""3930"", ""name"": ""はてな""}, {""code"": ""4689"", ""name"": ""ラインヤフ""}, {""code"": ""4751"", ""name"": ""サイバーA""}]"
3979	うるる	"[{""code"": ""3901"", ""name"": ""マクライン""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
9325	ファイズ	"[{""code"": ""2384"", ""name"": ""SBSHD""}, {""code"": ""9090"", ""name"": ""AZ丸和H""}]"
3559	ピーバンドットコム	"[{""code"": ""3064"", ""name"": ""Monot""}, {""code"": ""4384"", ""name"": ""ラクスル""}, {""code"": ""9962"", ""name"": ""ミスミG""}]"
3558	ロコンド	"[{""code"": ""2138"", ""name"": ""クルーズ""}, {""code"": ""3064"", ""name"": ""Monot""}, {""code"": ""3092"", ""name"": ""ZOZO""}]"
3557	ユナイテッド＆コレクティブ	"[{""code"": ""7127"", ""name"": ""一家HLD""}, {""code"": ""7674"", ""name"": ""ナッティS""}, {""code"": ""8207"", ""name"": ""テンアラ""}]"
9519	レノバ	"[{""code"": ""1407"", ""name"": ""ウエストH""}, {""code"": ""9517"", ""name"": ""eレックス""}, {""code"": ""9522"", ""name"": ""リニュアブ""}]"
3977	フュージョン	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3970"", ""name"": ""イノベーシ""}]"
6543	日宣	"[{""code"": ""2139"", ""name"": ""中広""}, {""code"": ""4286"", ""name"": ""CLHLD""}, {""code"": ""9466"", ""name"": ""アイドマM""}]"
1439	安江工務店	"[{""code"": ""1401"", ""name"": ""エムビエス""}, {""code"": ""1738"", ""name"": ""ニットー""}]"
3478	森トラスト・ホテルリート投資法人	
3976	シャノン	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3970"", ""name"": ""イノベーシ""}]"
