コード	企業名	競合リスト
7181	かんぽ生命保険	"[{""code"": ""7157"", ""name"": ""ライフ生命""}, {""code"": ""8750"", ""name"": ""第一生命H""}, {""code"": ""8795"", ""name"": ""T&DHD""}]"
3418	バルニバービ	"[{""code"": ""2798"", ""name"": ""ワイズT""}, {""code"": ""3068"", ""name"": ""WDI""}, {""code"": ""7625"", ""name"": ""グロバダイ""}]"
6181	パートナーエージェント	"[{""code"": ""6071"", ""name"": ""IBJ""}]"
6180	GMOメディア	"[{""code"": ""3696"", ""name"": ""セレス""}, {""code"": ""6049"", ""name"": ""イトクロ""}]"
4594	グリーンペプタイド	"[{""code"": ""2370"", ""name"": ""メディネト""}, {""code"": ""4564"", ""name"": ""オンコセラ""}, {""code"": ""4588"", ""name"": ""オンコリス""}]"
6177	ＡｐｐＢａｎｋ	"[{""code"": ""4286"", ""name"": ""CLHLD""}, {""code"": ""6552"", ""name"": ""ゲムウィズ""}, {""code"": ""7803"", ""name"": ""ブシロード""}]"
6176	ブランジスタ	"[{""code"": ""4346"", ""name"": ""NEXYZ""}]"
6175	ネットマーケティング	
3920	アイビーシー	"[{""code"": ""3042"", ""name"": ""Sヴェイル""}, {""code"": ""3682"", ""name"": ""エンカレT""}, {""code"": ""3800"", ""name"": ""ユニリタ""}]"
3416	ピクスタ	"[{""code"": ""2193"", ""name"": ""クックパド""}, {""code"": ""2305"", ""name"": ""スタジオア""}, {""code"": ""2371"", ""name"": ""カカクコム""}]"
1433	JESCOホールディングス	"[{""code"": ""1450"", ""name"": ""田中建設""}, {""code"": ""1716"", ""name"": ""第一カッタ""}, {""code"": ""6379"", ""name"": ""レイズネク""}]"
3415	ＳＴＵＤＩＯＵＳ	"[{""code"": ""2685"", ""name"": ""アダストリ""}, {""code"": ""3092"", ""name"": ""ZOZO""}, {""code"": ""7606"", ""name"": ""Uアローズ""}]"
1433	ベステラ	"[{""code"": ""1450"", ""name"": ""田中建設""}, {""code"": ""1716"", ""name"": ""第一カッタ""}, {""code"": ""6379"", ""name"": ""レイズネク""}]"
6173	アクアライン	"[{""code"": ""7695"", ""name"": ""交換できる""}, {""code"": ""8132"", ""name"": ""シナネンH""}, {""code"": ""9791"", ""name"": ""ビケンテク""}]"
6172	メタップス	
3139	ラクト・ジャパン	"[{""code"": ""3143"", ""name"": ""オーウイル""}, {""code"": ""8079"", ""name"": ""正栄食品""}]"
6171	土木管理総合試験所	"[{""code"": ""4673"", ""name"": ""川崎地質""}, {""code"": ""9621"", ""name"": ""建設技術研""}]"
3461	パルマ	"[{""code"": ""2997"", ""name"": ""ストレジ王""}, {""code"": ""8914"", ""name"": ""エリアリン""}, {""code"": ""9639"", ""name"": ""三協フロン""}]"
6170	リッチメディア	
1431	エスケーホーム	"[{""code"": ""1840"", ""name"": ""土屋HLD""}, {""code"": ""1841"", ""name"": ""サンユー建""}, {""code"": ""2734"", ""name"": ""サーラC""}]"
3918	ＰＣＩホールディングス	"[{""code"": ""2359"", ""name"": ""コア""}, {""code"": ""3916"", ""name"": ""Dインフォ""}, {""code"": ""4674"", ""name"": ""クレスコ""}]"
6049	イトクロ	"[{""code"": ""2193"", ""name"": ""クックパド""}, {""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""2413"", ""name"": ""エムスリー""}]"
3460	ジャパンシニアリビング投資法人	
4980	デクセリアルズ	"[{""code"": ""4021"", ""name"": ""日産化学""}, {""code"": ""4186"", ""name"": ""東京応化""}, {""code"": ""6988"", ""name"": ""日東電工""}]"
3917	アイリッジ	"[{""code"": ""3690"", ""name"": ""イルグルム""}, {""code"": ""4165"", ""name"": ""プレイド""}, {""code"": ""4168"", ""name"": ""ヤプリ""}]"
7781	平山	"[{""code"": ""2146"", ""name"": ""UTG""}, {""code"": ""4641"", ""name"": ""アルプス技""}, {""code"": ""7087"", ""name"": ""ウイルテク""}]"
7812	クレステック	"[{""code"": ""2169"", ""name"": ""CDS""}, {""code"": ""2185"", ""name"": ""CMC""}, {""code"": ""2483"", ""name"": ""翻訳センタ""}]"
3138	富士山マガジンサービス	"[{""code"": ""3678"", ""name"": ""メディアド""}, {""code"": ""4381"", ""name"": ""Bプラッツ""}, {""code"": ""6038"", ""name"": ""イード""}]"
3459	サムティ・レジデンシャル投資法人	
6239	ナガオカ	"[{""code"": ""6379"", ""name"": ""レイズネク""}, {""code"": ""8059"", ""name"": ""第一実業""}]"
3137	ファンデリー	"[{""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""6082"", ""name"": ""ライドオン""}, {""code"": ""9969"", ""name"": ""ショクブン""}]"
7780	メニコン	"[{""code"": ""3046"", ""name"": ""ジンズHD""}, {""code"": ""7741"", ""name"": ""HOYA""}, {""code"": ""7743"", ""name"": ""シード""}]"
6167	冨士ダイス	"[{""code"": ""6138"", ""name"": ""ダイジェト""}, {""code"": ""6142"", ""name"": ""富士精工""}, {""code"": ""6998"", ""name"": ""日タングス""}]"
6166	中村超硬	"[{""code"": ""6140"", ""name"": ""旭ダイヤ""}, {""code"": ""6142"", ""name"": ""富士精工""}, {""code"": ""7271"", ""name"": ""安永""}]"
3136	エコノス	"[{""code"": ""2674"", ""name"": ""ハードオフ""}, {""code"": ""3177"", ""name"": ""ありがとう""}, {""code"": ""9278"", ""name"": ""ブックオフ""}]"
3916	デジタル・インフォメーション・テクノロジー	"[{""code"": ""2317"", ""name"": ""システナ""}, {""code"": ""3837"", ""name"": ""アドソル日""}, {""code"": ""4674"", ""name"": ""クレスコ""}]"
3135	マーケットエンタープライズ	"[{""code"": ""4385"", ""name"": ""メルカリ""}, {""code"": ""7685"", ""name"": ""バイセル""}]"
9417	スマートバリュー	"[{""code"": ""3670"", ""name"": ""協立情報通""}, {""code"": ""3683"", ""name"": ""サイバーL""}, {""code"": ""3910"", ""name"": ""MKシステ""}]"
4593	ヘリオス	"[{""code"": ""4506"", ""name"": ""住友ファマ""}, {""code"": ""4592"", ""name"": ""サンバイオ""}, {""code"": ""7774"", ""name"": ""J-TEC""}]"
6048	デザインワン・ジャパン	"[{""code"": ""2120"", ""name"": ""ライフル""}, {""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""3660"", ""name"": ""iスタイル""}]"
3915	テラスカイ	"[{""code"": ""3666"", ""name"": ""テクノスJ""}, {""code"": ""4845"", ""name"": ""スカラ""}]"
3914	ジグソー	"[{""code"": ""3680"", ""name"": ""ホトリンク""}, {""code"": ""7779"", ""name"": ""サイバダイ""}]"
6047	Gunosy	"[{""code"": ""2461"", ""name"": ""ファンコミ""}, {""code"": ""4689"", ""name"": ""ラインヤフ""}, {""code"": ""6094"", ""name"": ""フリークO""}]"
6046	リンクバル	"[{""code"": ""6071"", ""name"": ""IBJ""}]"
6045	レントラックス	"[{""code"": ""2122"", ""name"": ""インタスペ""}, {""code"": ""2389"", ""name"": ""デジタルH""}]"
6044	三機サービス	"[{""code"": ""4658"", ""name"": ""日本空調サ""}, {""code"": ""6086"", ""name"": ""シンメンテ""}]"
6040	日本スキー場開発	"[{""code"": ""4681"", ""name"": ""リゾートト""}, {""code"": ""5261"", ""name"": ""リソルHD""}]"
3458	シーアールイー	"[{""code"": ""3498"", ""name"": ""霞ヶ関キャ""}, {""code"": ""8923"", ""name"": ""トーセイ""}]"
3134	Ｈａｍｅｅ	"[{""code"": ""3690"", ""name"": ""イルグルム""}, {""code"": ""3854"", ""name"": ""アイル""}]"
3133	海帆	"[{""code"": ""3175"", ""name"": ""エーピーH""}, {""code"": ""7524"", ""name"": ""マルシェ""}]"
4592	サンバイオ	"[{""code"": ""2370"", ""name"": ""メディネト""}, {""code"": ""4506"", ""name"": ""住友ファマ""}, {""code"": ""4593"", ""name"": ""ヘリオス""}]"
3913	ｓＭｅｄｉｏ	"[{""code"": ""3653"", ""name"": ""モルフォ""}, {""code"": ""4719"", ""name"": ""アルファシ""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
7813	プラッツ	"[{""code"": ""7817"", ""name"": ""パラマウH""}, {""code"": ""7840"", ""name"": ""FベッドH""}]"
6039	日本動物高度医療センター	"[{""code"": ""194A"", ""name"": ""ウルブズH""}, {""code"": ""3750"", ""name"": ""サイトリ研""}, {""code"": ""8715"", ""name"": ""アニコムH""}]"
3912	モバイルファクトリー	"[{""code"": ""3662"", ""name"": ""エイチーム""}, {""code"": ""3668"", ""name"": ""コロプラ""}, {""code"": ""3904"", ""name"": ""カヤック""}]"
3131	シンデン・ハイテックス	"[{""code"": ""167A"", ""name"": ""リョー菱洋""}, {""code"": ""2676"", ""name"": ""高千穂交易""}, {""code"": ""8071"", ""name"": ""東海エレ""}]"
3457	ハウスドゥ	"[{""code"": ""3241"", ""name"": ""ウィル""}, {""code"": ""8898"", ""name"": ""センチ21""}, {""code"": ""8996"", ""name"": ""Hフリダム""}]"
3911	Aiming	"[{""code"": ""3668"", ""name"": ""コロプラ""}, {""code"": ""3765"", ""name"": ""ガンホー""}, {""code"": ""3903"", ""name"": ""gumi""}]"
6038	イード	"[{""code"": ""2148"", ""name"": ""ITメデア""}, {""code"": ""4800"", ""name"": ""オリコン""}, {""code"": ""9479"", ""name"": ""インプレス""}]"
1430	ファーストコーポレーション	"[{""code"": ""1814"", ""name"": ""大末建設""}, {""code"": ""1822"", ""name"": ""大豊建設""}, {""code"": ""1879"", ""name"": ""新日本建設""}]"
3445	ＲＳＴｅｃｈｎｏｌｏｇｉｅｓ	"[{""code"": ""3436"", ""name"": ""SUMCO""}, {""code"": ""4063"", ""name"": ""信越化学""}, {""code"": ""4369"", ""name"": ""トリケミ研""}]"
3455	ヘルスケア＆メディカル投資法人	
3224	ヒューマンウェブ	"[{""code"": ""3063"", ""name"": ""jグループ""}, {""code"": ""3073"", ""name"": ""DDG""}, {""code"": ""3175"", ""name"": ""エーピーH""}]"
3223	エスエルディー	"[{""code"": ""2798"", ""name"": ""ワイズT""}, {""code"": ""3068"", ""name"": ""WDI""}, {""code"": ""3082"", ""name"": ""きちりHD""}]"
3909	ショーケース・ティービー	"[{""code"": ""3690"", ""name"": ""イルグルム""}, {""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""9211"", ""name"": ""エフコード""}]"
3908	コラボス	"[{""code"": ""3762"", ""name"": ""テクマトリ""}, {""code"": ""4845"", ""name"": ""スカラ""}]"
3910	エムケイシステム	"[{""code"": ""4684"", ""name"": ""オービック""}, {""code"": ""4771"", ""name"": ""F&M""}, {""code"": ""6078"", ""name"": ""バリュHR""}]"
3907	シリコンスタジオ	"[{""code"": ""4763"", ""name"": ""クリークR""}, {""code"": ""6033"", ""name"": ""エクストリ""}, {""code"": ""7374"", ""name"": ""コンフィI""}]"
1384	ホクリヨウ	"[{""code"": ""1380"", ""name"": ""秋川牧園""}, {""code"": ""1381"", ""name"": ""アクシーズ""}, {""code"": ""2924"", ""name"": ""イフジ産業""}]"
3906	ALBERT	
6037	ファーストロジック	"[{""code"": ""2120"", ""name"": ""ライフル""}, {""code"": ""2413"", ""name"": ""エムスリー""}, {""code"": ""6027"", ""name"": ""弁護士DC""}]"
3454	ファーストブラザーズ	"[{""code"": ""8923"", ""name"": ""トーセイ""}, {""code"": ""8934"", ""name"": ""サンフロ不""}]"
6036	KeePer技研	"[{""code"": ""4464"", ""name"": ""ソフト99""}, {""code"": ""8117"", ""name"": ""中央自動車""}, {""code"": ""9832"", ""name"": ""オートバク""}]"
3453	ケネディクス商業リート投資法人	
