コード	企業名	競合リスト
5242	アイズ	"[{""code"": ""6069"", ""name"": ""トレンダー""}, {""code"": ""7069"", ""name"": ""サイババズ""}, {""code"": ""7373"", ""name"": ""アイドマH""}]"
5243	note	"[{""code"": ""3930"", ""name"": ""はてな""}, {""code"": ""4385"", ""name"": ""メルカリ""}, {""code"": ""4477"", ""name"": ""BASE""}]"
5240	monoAItechnology	"[{""code"": ""3632"", ""name"": ""グリー""}, {""code"": ""3741"", ""name"": ""セック""}, {""code"": ""3976"", ""name"": ""シャノン""}]"
9338	INFORICH	"[{""code"": ""4487"", ""name"": ""スペースM""}, {""code"": ""4490"", ""name"": ""ビザスク""}, {""code"": ""9557"", ""name"": ""エアクロゼ""}]"
9337	トリドリ	"[{""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""3900"", ""name"": ""クラウドW""}, {""code"": ""5027"", ""name"": ""AnyMd""}]"
7114	フーディソン	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""4384"", ""name"": ""ラクスル""}]"
5139	オープンワーク	"[{""code"": ""3991"", ""name"": ""ウォンテド""}, {""code"": ""6194"", ""name"": ""アトラエ""}]"
5138	Rebase	"[{""code"": ""3479"", ""name"": ""TKP""}, {""code"": ""4487"", ""name"": ""スペースM""}]"
5027	AnyMind Group	"[{""code"": ""4165"", ""name"": ""プレイド""}, {""code"": ""4180"", ""name"": ""エイピアG""}, {""code"": ""4384"", ""name"": ""ラクスル""}]"
5137	スマートドライブ	"[{""code"": ""4414"", ""name"": ""フレクト""}]"
9204	スカイマーク	"[{""code"": ""9201"", ""name"": ""日本航空""}, {""code"": ""9202"", ""name"": ""ANAHD""}, {""code"": ""9206"", ""name"": ""Sフライヤ""}]"
9336	大栄環境	"[{""code"": ""6564"", ""name"": ""ミダックH""}, {""code"": ""9247"", ""name"": ""TREHD""}, {""code"": ""9793"", ""name"": ""ダイセキ""}]"
5527	propertytechnologies	"[{""code"": ""2975"", ""name"": ""スタマイカ""}, {""code"": ""3294"", ""name"": ""eグランド""}, {""code"": ""8940"", ""name"": ""インテリク""}]"
4892	サイフューズ	"[{""code"": ""4880"", ""name"": ""セルソース""}, {""code"": ""7774"", ""name"": ""J-TEC""}, {""code"": ""7776"", ""name"": ""セルシード""}]"
9565	ウェルプレイド・ライゼスト	"[{""code"": ""2173"", ""name"": ""博展""}, {""code"": ""2180"", ""name"": ""サニサイG""}]"
5136	tripla	"[{""code"": ""2477"", ""name"": ""手間いらず""}, {""code"": ""4256"", ""name"": ""サインド""}, {""code"": ""6191"", ""name"": ""エアトリ""}]"
4891	ティムス	"[{""code"": ""4592"", ""name"": ""サンバイオ""}, {""code"": ""4593"", ""name"": ""ヘリオス""}, {""code"": ""4599"", ""name"": ""ステムリム""}]"
2936	ベースフード	"[{""code"": ""3137"", ""name"": ""ファンデリ""}, {""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""9262"", ""name"": ""シルバーL""}]"
5134	POPER	"[{""code"": ""3939"", ""name"": ""カナミック""}, {""code"": ""4192"", ""name"": ""スパイダP""}, {""code"": ""4256"", ""name"": ""サインド""}]"
5132	pluszero	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""4418"", ""name"": ""JDSC""}]"
9564	FCE Holdings	"[{""code"": ""5134"", ""name"": ""POPER""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""6572"", ""name"": ""オープンG""}]"
5131	リンカーズ	"[{""code"": ""4167"", ""name"": ""ココペリ""}, {""code"": ""4490"", ""name"": ""ビザスク""}]"
9563	AtlasTechnologies	"[{""code"": ""4373"", ""name"": ""シンプレH""}, {""code"": ""6088"", ""name"": ""シグマクシ""}]"
9562	ビジネスコーチ	"[{""code"": ""7049"", ""name"": ""識学""}, {""code"": ""7367"", ""name"": ""セルム""}, {""code"": ""9339"", ""name"": ""コーチ・A""}]"
5834	SBIリーシングサービス	"[{""code"": ""7148"", ""name"": ""FPG""}, {""code"": ""7172"", ""name"": ""JIA""}]"
6526	ソシオネクスト	"[{""code"": ""6723"", ""name"": ""ルネサスエ""}, {""code"": ""6875"", ""name"": ""メガチプス""}, {""code"": ""6963"", ""name"": ""ローム""}]"
7112	キューブ	"[{""code"": ""3608"", ""name"": ""TSIHD""}, {""code"": ""8114"", ""name"": ""デサント""}, {""code"": ""8135"", ""name"": ""ゼット""}]"
5129	FIXER	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4434"", ""name"": ""サーバワク""}, {""code"": ""5036"", ""name"": ""日本ビジS""}]"
5127	グッピーズ	
9560	プログリット	"[{""code"": ""6096"", ""name"": ""レアジョブ""}, {""code"": ""7043"", ""name"": ""アルー""}]"
5126	ポーターズ	"[{""code"": ""4267"", ""name"": ""ライトW""}, {""code"": ""5033"", ""name"": ""ヌーラボ""}, {""code"": ""9556"", ""name"": ""イントルプ""}]"
9561	グラッドキューブ	"[{""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""9211"", ""name"": ""エフコード""}]"
5125	ファインズ	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""6533"", ""name"": ""オケストラ""}, {""code"": ""7370"", ""name"": ""Enjin""}]"
5039	キットアライブ	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4178"", ""name"": ""シェアイノ""}, {""code"": ""5029"", ""name"": ""サクレイス""}]"
7388	FPパートナー	"[{""code"": ""7325"", ""name"": ""アイリック""}, {""code"": ""7343"", ""name"": ""ブロドMd""}, {""code"": ""8798"", ""name"": ""アドバンス""}]"
5038	eWeLL	"[{""code"": ""3671"", ""name"": ""ソフトマク""}, {""code"": ""4172"", ""name"": ""東和ハイS""}, {""code"": ""4320"", ""name"": ""CEHLD""}]"
9558	ジャパニアス	"[{""code"": ""2186"", ""name"": ""ソーバル""}, {""code"": ""6199"", ""name"": ""セラク""}, {""code"": ""6554"", ""name"": ""SUS""}]"
7110	クラシコム	"[{""code"": ""2138"", ""name"": ""クルーズ""}, {""code"": ""3558"", ""name"": ""ジェイドG""}, {""code"": ""3665"", ""name"": ""エニグモ""}]"
5036	日本ビジネスシステムズ	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4434"", ""name"": ""サーバワク""}, {""code"": ""5129"", ""name"": ""FIXER""}]"
9557	エアークローゼット	"[{""code"": ""3138"", ""name"": ""富士山MS""}, {""code"": ""3396"", ""name"": ""フェリシモ""}]"
5034	unerry	"[{""code"": ""4071"", ""name"": ""Pアルファ""}, {""code"": ""4180"", ""name"": ""エイピアG""}, {""code"": ""4416"", ""name"": ""TrueD""}]"
5035	HOUSEI	"[{""code"": ""2332"", ""name"": ""クエスト""}, {""code"": ""3992"", ""name"": ""ニズウェル""}, {""code"": ""9651"", ""name"": ""日プロセス""}]"
9556	INTLOOP	"[{""code"": ""4371"", ""name"": ""コアコンT""}, {""code"": ""7033"", ""name"": ""MSOL""}, {""code"": ""9246"", ""name"": ""プロジェH""}]"
9554	AViC	"[{""code"": ""4499"", ""name"": ""Speee""}, {""code"": ""6533"", ""name"": ""オケストラ""}, {""code"": ""9552"", ""name"": ""M&A総H""}]"
9553	マイクロアド	"[{""code"": ""2489"", ""name"": ""アドウェイ""}, {""code"": ""4293"", ""name"": ""セプテニH""}, {""code"": ""6094"", ""name"": ""フリークO""}]"
5033	ヌーラボ	"[{""code"": ""4397"", ""name"": ""チームスピ""}, {""code"": ""4475"", ""name"": ""ヘンゲ""}]"
9552	M&A総合研究所	"[{""code"": ""2127"", ""name"": ""日本M&A""}, {""code"": ""6080"", ""name"": ""M&ACP""}, {""code"": ""6196"", ""name"": ""ストライク""}]"
9229	サンウェルズ	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""7071"", ""name"": ""アンビスH""}, {""code"": ""9158"", ""name"": ""CUC""}]"
7794	イーディーピー	"[{""code"": ""1514"", ""name"": ""住石HLD""}, {""code"": ""6521"", ""name"": ""オキサイド""}, {""code"": ""8139"", ""name"": ""ナガホリ""}]"
9227	マイクロ波化学	"[{""code"": ""6568"", ""name"": ""神戸天然化""}, {""code"": ""6613"", ""name"": ""QDレーザ""}]"
4890	坪田ラボ	"[{""code"": ""4536"", ""name"": ""参天製薬""}, {""code"": ""4888"", ""name"": ""ステラファ""}, {""code"": ""7743"", ""name"": ""シード""}]"
9228	ウェルネス・コミュニケーションズ	
2999	ホームポジション	"[{""code"": ""3477"", ""name"": ""フォライフ""}, {""code"": ""8886"", ""name"": ""ウッドフレ""}, {""code"": ""8917"", ""name"": ""F住建""}]"
7386	ジャパンワランティサポート	"[{""code"": ""7320"", ""name"": ""ソルヴィー""}]"
2984	ヤマイチ・ユニハイムエステート	"[{""code"": ""2976"", ""name"": ""日グランデ""}, {""code"": ""8892"", ""name"": ""日エスコン""}, {""code"": ""8996"", ""name"": ""Hフリダム""}]"
5032	ANYCOLOR	"[{""code"": ""3990"", ""name"": ""UUUM""}, {""code"": ""5253"", ""name"": ""カバー""}, {""code"": ""7860"", ""name"": ""Avex""}]"
5026	トリプルアイズ	"[{""code"": ""4011"", ""name"": ""ヘッドウォ""}, {""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""4382"", ""name"": ""HEROZ""}]"
2998	クリアル	"[{""code"": ""2978"", ""name"": ""ツクルバ""}, {""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""7342"", ""name"": ""ウェルスN""}]"
7140	ペットゴー	"[{""code"": ""2936"", ""name"": ""ベースフド""}, {""code"": ""3542"", ""name"": ""ベガコーポ""}, {""code"": ""7427"", ""name"": ""エコートレ""}]"
2997	ストレージ王	"[{""code"": ""3461"", ""name"": ""パルマ""}, {""code"": ""8914"", ""name"": ""エリアリン""}]"
5031	モイ	"[{""code"": ""2432"", ""name"": ""DeNA""}, {""code"": ""5243"", ""name"": ""note""}, {""code"": ""5244"", ""name"": ""ジグjp""}]"
5030	インフォメティス	
9221	フルハシEPO	"[{""code"": ""5698"", ""name"": ""エンビプロ""}, {""code"": ""6566"", ""name"": ""要興業""}, {""code"": ""9247"", ""name"": ""TREHD""}]"
9223	ASNOVA	"[{""code"": ""2445"", ""name"": ""タカミヤ""}, {""code"": ""3447"", ""name"": ""信和""}, {""code"": ""4750"", ""name"": ""ダイサン""}]"
5029	サークレイス	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4178"", ""name"": ""シェアイノ""}, {""code"": ""4414"", ""name"": ""フレクト""}]"
9220	エフビー介護サービス	"[{""code"": ""2373"", ""name"": ""ケア21""}, {""code"": ""2393"", ""name"": ""日ケア""}, {""code"": ""6062"", ""name"": ""チャムケア""}]"
5028	セカンドサイトアナリティカ	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4418"", ""name"": ""JDSC""}]"
5079	ノバック	"[{""code"": ""1826"", ""name"": ""佐田建設""}, {""code"": ""1853"", ""name"": ""森組""}, {""code"": ""1867"", ""name"": ""植木組""}]"
9219	ギックス	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3996"", ""name"": ""サインポス""}, {""code"": ""4418"", ""name"": ""JDSC""}]"
9218	メンタルヘルステクノロジーズ	"[{""code"": ""6095"", ""name"": ""メドピア""}, {""code"": ""8769"", ""name"": ""アドバRM""}]"
7163	住信SBIネット銀行	"[{""code"": ""5838"", ""name"": ""楽天銀行""}, {""code"": ""7164"", ""name"": ""全国保証""}, {""code"": ""8570"", ""name"": ""イオンFS""}]"
7138	TORICO	"[{""code"": ""3641"", ""name"": ""パピレス""}, {""code"": ""3678"", ""name"": ""メディアド""}, {""code"": ""3981"", ""name"": ""ビーグリー""}]"
9217	RepertoireGenesis	
6226	守谷輸送機工業	"[{""code"": ""6357"", ""name"": ""三精テクノ""}, {""code"": ""6406"", ""name"": ""フジテック""}, {""code"": ""6544"", ""name"": ""Jエレベタ""}]"
5078	セレコーポレーション	"[{""code"": ""1431"", ""name"": ""リブワーク""}, {""code"": ""1766"", ""name"": ""東建コーポ""}, {""code"": ""1878"", ""name"": ""大東建託""}]"
2996	シノケンリート投資法人	
7793	イメージ・マジック	"[{""code"": ""3633"", ""name"": ""GMOペパ""}, {""code"": ""4017"", ""name"": ""クリーマ""}, {""code"": ""4384"", ""name"": ""ラクスル""}]"
9216	ビーウィズ	"[{""code"": ""3773"", ""name"": ""AMI""}, {""code"": ""4290"", ""name"": ""プレステI""}, {""code"": ""7354"", ""name"": ""Dマケティ""}]"
5025	マーキュリーリアルテックイノベーター	"[{""code"": ""2120"", ""name"": ""ライフル""}, {""code"": ""4054"", ""name"": ""日本情報ク""}, {""code"": ""4499"", ""name"": ""Speee""}]"
4270	BeeX	"[{""code"": ""3844"", ""name"": ""コムチュア""}, {""code"": ""3940"", ""name"": ""ノムラシス""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
9215	CaSy	"[{""code"": ""3900"", ""name"": ""クラウドW""}, {""code"": ""4176"", ""name"": ""ココナラ""}, {""code"": ""7358"", ""name"": ""ポピンズ""}]"
4269	ノーザ	
4268	エッジテクノロジー	
4267	ライトワークス	"[{""code"": ""3991"", ""name"": ""ウォンテド""}, {""code"": ""4435"", ""name"": ""カオナビ""}, {""code"": ""6096"", ""name"": ""レアジョブ""}]"
4266	ビッグツリーテクノロジー＆コンサルティング	
9213	セイファート	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""2301"", ""name"": ""学情""}, {""code"": ""3180"", ""name"": ""Bガレージ""}]"
9214	RecoveryInternational	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""7062"", ""name"": ""フレアス""}, {""code"": ""9158"", ""name"": ""CUC""}]"
