コード	企業名	競合リスト
7683	ダブルエー	"[{""code"": ""2670"", ""name"": ""ABCマト""}, {""code"": ""3550"", ""name"": ""Sアタオ""}, {""code"": ""9990"", ""name"": ""サックバH""}]"
4251	恵和	"[{""code"": ""4221"", ""name"": ""大倉工業""}, {""code"": ""7908"", ""name"": ""きもと""}, {""code"": ""7917"", ""name"": ""ザクロス""}]"
7073	ジェイック	"[{""code"": ""2124"", ""name"": ""JACリク""}, {""code"": ""2301"", ""name"": ""学情""}, {""code"": ""6200"", ""name"": ""インソース""}]"
4880	セルソース	"[{""code"": ""4978"", ""name"": ""リプロセル""}, {""code"": ""7774"", ""name"": ""J-TEC""}, {""code"": ""7776"", ""name"": ""セルシード""}]"
4477	BASE	"[{""code"": ""2428"", ""name"": ""ウェルネト""}, {""code"": ""3753"", ""name"": ""フライトS""}, {""code"": ""3769"", ""name"": ""GMOペイ""}]"
7072	インティメート・マージャー	"[{""code"": ""3688"", ""name"": ""CARTA""}, {""code"": ""6185"", ""name"": ""SMN""}]"
4691	ワシントンホテル	"[{""code"": ""6547"", ""name"": ""グリーンズ""}, {""code"": ""6565"", ""name"": ""ABホテル""}, {""code"": ""9722"", ""name"": ""藤田観光""}]"
7682	浜木綿	"[{""code"": ""3066"", ""name"": ""JBイレブ""}, {""code"": ""7625"", ""name"": ""グロバダイ""}, {""code"": ""8181"", ""name"": ""東天紅""}]"
7071	アンビスホールディングス	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""9158"", ""name"": ""CUC""}]"
4476	AI CROSS	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""4395"", ""name"": ""アクリート""}]"
4475	HENNGE	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4443"", ""name"": ""サンサン""}, {""code"": ""4493"", ""name"": ""Cクラウド""}]"
7681	レオクラン	"[{""code"": ""2689"", ""name"": ""オルバHH""}, {""code"": ""3183"", ""name"": ""ウインパト""}, {""code"": ""9265"", ""name"": ""ヤマシタH""}]"
4450	パワーソリューションズ	"[{""code"": ""3997"", ""name"": ""トレードW""}, {""code"": ""4783"", ""name"": ""NCD""}, {""code"": ""7527"", ""name"": ""システムソ""}]"
6597	HPCシステムズ	"[{""code"": ""6599"", ""name"": ""エブレン""}, {""code"": ""6734"", ""name"": ""ニューテク""}, {""code"": ""6777"", ""name"": ""サンテクH""}]"
4448	Chatwork	"[{""code"": ""3681"", ""name"": ""ブイキュブ""}, {""code"": ""4387"", ""name"": ""ZUU""}]"
4449	ギフティ	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3064"", ""name"": ""Monot""}, {""code"": ""3923"", ""name"": ""ラクス""}]"
7069	サイバー・バズ	"[{""code"": ""3990"", ""name"": ""UUUM""}, {""code"": ""5027"", ""name"": ""AnyMd""}, {""code"": ""6069"", ""name"": ""トレンダー""}]"
7800	アミファ	"[{""code"": ""7818"", ""name"": ""トランザク""}, {""code"": ""7819"", ""name"": ""粧美堂""}, {""code"": ""7874"", ""name"": ""レック""}]"
4447	ピー・ビーシステムズ	"[{""code"": ""3565"", ""name"": ""アセンテク""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
4599	ステムリム	"[{""code"": ""4563"", ""name"": ""アンジェス""}, {""code"": ""4565"", ""name"": ""ネクセラP""}, {""code"": ""4592"", ""name"": ""サンバイオ""}]"
2978	ツクルバ	"[{""code"": ""3241"", ""name"": ""ウィル""}, {""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""8919"", ""name"": ""カチタス""}]"
7803	ブシロード	"[{""code"": ""2767"", ""name"": ""円谷フィル""}, {""code"": ""7832"", ""name"": ""バンナムH""}, {""code"": ""7844"", ""name"": ""マーベラス""}]"
7804	ビーアンドピー	"[{""code"": ""3948"", ""name"": ""光ビジネス""}, {""code"": ""7851"", ""name"": ""カワセCS""}, {""code"": ""7870"", ""name"": ""福島印刷""}]"
4446	Link-U	"[{""code"": ""3633"", ""name"": ""GMOペパ""}, {""code"": ""3778"", ""name"": ""さくらイン""}, {""code"": ""3788"", ""name"": ""GMOGS""}]"
7068	フィードフォース	"[{""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""4431"", ""name"": ""スマレジ""}, {""code"": ""7095"", ""name"": ""マクビーP""}]"
4445	リビン・テクノロジーズ	"[{""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""4499"", ""name"": ""Speee""}]"
7678	あさくま	"[{""code"": ""3053"", ""name"": ""ペッパFS""}, {""code"": ""3091"", ""name"": ""ブロンコB""}, {""code"": ""7412"", ""name"": ""アトム""}]"
4931	新日本製薬	"[{""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4925"", ""name"": ""ハーバー研""}, {""code"": ""4927"", ""name"": ""ポラオルH""}]"
7677	ヤシマキザイ	"[{""code"": ""3153"", ""name"": ""八洲電機""}, {""code"": ""8081"", ""name"": ""カナデン""}]"
4444	インフォネット	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""3393"", ""name"": ""スタティア""}, {""code"": ""3826"", ""name"": ""システムイ""}]"
7067	ブランディングテクノロジー	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""3622"", ""name"": ""ネットイヤ""}, {""code"": ""6081"", ""name"": ""アライドア""}]"
7066	ピアズ	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""7049"", ""name"": ""識学""}]"
4443	Sansan	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4478"", ""name"": ""フリー""}]"
2976	日本グランデ	"[{""code"": ""3248"", ""name"": ""アルエイジ""}, {""code"": ""8887"", ""name"": ""クミカ""}, {""code"": ""8891"", ""name"": ""AMGHD""}]"
7065	ユーピーアール	"[{""code"": ""4690"", ""name"": ""日パレット""}, {""code"": ""9368"", ""name"": ""キムラユニ""}, {""code"": ""9386"", ""name"": ""日本コンセ""}]"
2974	大英産業	"[{""code"": ""3261"", ""name"": ""グランディ""}, {""code"": ""3280"", ""name"": ""Sトラスト""}, {""code"": ""8860"", ""name"": ""フジ住宅""}]"
4442	バルテス	"[{""code"": ""3657"", ""name"": ""ポールトゥ""}, {""code"": ""3676"", ""name"": ""デジハーツ""}, {""code"": ""3697"", ""name"": ""SHIFT""}]"
4441	トビラシステムズ	"[{""code"": ""2326"", ""name"": ""Dアーツ""}, {""code"": ""3692"", ""name"": ""FFRIS""}, {""code"": ""4166"", ""name"": ""かっこ""}]"
7676	グッドスピード	
7064	ハウテレビジョン	"[{""code"": ""3991"", ""name"": ""ウォンテド""}, {""code"": ""4377"", ""name"": ""ワンキャリ""}, {""code"": ""6194"", ""name"": ""アトラエ""}]"
4440	ヴィッツ	"[{""code"": ""4394"", ""name"": ""eXモショ""}, {""code"": ""4420"", ""name"": ""イーソル""}, {""code"": ""9749"", ""name"": ""富士ソフト""}]"
4439	東名	"[{""code"": ""2763"", ""name"": ""エフティG""}, {""code"": ""9435"", ""name"": ""光通信""}, {""code"": ""9445"", ""name"": ""フォバルT""}]"
4438	Welby	"[{""code"": ""2150"", ""name"": ""ケアネット""}, {""code"": ""3902"", ""name"": ""メディDV""}, {""code"": ""6095"", ""name"": ""メドピア""}]"
7063	エードット	"[{""code"": ""2180"", ""name"": ""サニサイG""}, {""code"": ""6058"", ""name"": ""ベクトル""}, {""code"": ""6081"", ""name"": ""アライドア""}]"
7674	NATTY SWANKY	"[{""code"": ""3193"", ""name"": ""エタナルH""}, {""code"": ""3547"", ""name"": ""串カツ田中""}, {""code"": ""7127"", ""name"": ""一家HLD""}]"
7062	フレアス	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""7071"", ""name"": ""アンビスH""}, {""code"": ""9229"", ""name"": ""サンウェル""}]"
7061	日本ホスピスホールディングス	"[{""code"": ""7071"", ""name"": ""アンビスH""}, {""code"": ""9158"", ""name"": ""CUC""}, {""code"": ""9229"", ""name"": ""サンウェル""}]"
4437	gooddaysホールディングス	"[{""code"": ""3796"", ""name"": ""いい生活""}, {""code"": ""4421"", ""name"": ""DIシステ""}, {""code"": ""4752"", ""name"": ""昭和システ""}]"
7060	ギークス	"[{""code"": ""6563"", ""name"": ""みらいW""}, {""code"": ""7352"", ""name"": ""ツーストン""}, {""code"": ""7379"", ""name"": ""サーキュレ""}]"
7059	コプロ・ホールディングス	"[{""code"": ""2154"", ""name"": ""オプンUG""}, {""code"": ""6028"", ""name"": ""テクノプロ""}]"
4436	ミンカブ・ジ・インフォノイド	"[{""code"": ""3807"", ""name"": ""フィスコ""}, {""code"": ""4765"", ""name"": ""SBIGA""}, {""code"": ""7833"", ""name"": ""アイフスJ""}]"
1451	KHC	
7058	共栄セキュリティーサービス	"[{""code"": ""4664"", ""name"": ""RSC""}, {""code"": ""4754"", ""name"": ""トスネット""}, {""code"": ""9686"", ""name"": ""東洋テック""}]"
4435	カオナビ	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4071"", ""name"": ""Pアルファ""}, {""code"": ""4443"", ""name"": ""サンサン""}]"
7057	エヌ・シー・エヌ	"[{""code"": ""2311"", ""name"": ""エプコ""}, {""code"": ""6072"", ""name"": ""地盤ネット""}]"
4434	サーバーワークス	"[{""code"": ""3565"", ""name"": ""アセンテク""}, {""code"": ""3762"", ""name"": ""テクマトリ""}, {""code"": ""3844"", ""name"": ""コムチュア""}]"
4432	ウイングアーク1st	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4733"", ""name"": ""OBC""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
2972	サンケイリアルエステート投資法人	
7673	ダイコー通産	"[{""code"": ""5821"", ""name"": ""平河テック""}, {""code"": ""8023"", ""name"": ""大興電子通""}, {""code"": ""9934"", ""name"": ""因幡電産""}]"
1887	日本国土開発	"[{""code"": ""1822"", ""name"": ""大豊建設""}, {""code"": ""1852"", ""name"": ""浅沼組""}, {""code"": ""1870"", ""name"": ""矢作建設""}]"
4431	スマレジ	"[{""code"": ""4419"", ""name"": ""Finat""}, {""code"": ""6287"", ""name"": ""サトーHD""}, {""code"": ""6588"", ""name"": ""東芝テック""}]"
7050	フロンティアインターナショナル	"[{""code"": ""2180"", ""name"": ""サニサイG""}, {""code"": ""4767"", ""name"": ""TOW""}, {""code"": ""9625"", ""name"": ""セレスポ""}]"
4430	東海ソフト	"[{""code"": ""3924"", ""name"": ""ランドC""}, {""code"": ""4440"", ""name"": ""ヴィッツ""}, {""code"": ""9651"", ""name"": ""日プロセス""}]"
4429	リックソフト	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4069"", ""name"": ""ブルーミム""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
7049	識学	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""9757"", ""name"": ""船井総研H""}]"
2971	エスコンジャパンリート投資法人	
9286	エネクス・インフラ投資法人	
